bitcoin-marketcap_raw,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-30,difficulty-btc-rsi-90,difficulty-btc-roc-30,hashrate-btc-sma-90,hashrate-btc-std-90,hashrate-btc-var-30,hashrate-btc-var-90,hashrate-btc-trx-30,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-var-14,mining_profitability-btc-trx-90,sentinusd-btc-ema-30,transactionfees-btc-sma-90,transactionfees-btc-ema-90,transactionfees-btc-std-90,transactionfees-btc-var-90,median_transaction_fee-btc-wma-30,median_transaction_fee-btc-std-14,median_transaction_fee-btc-trx-90,confirmationtime-btc-sma-90,confirmationtime-btc-wma-90,confirmationtime-btc-trx-90,marketcap-btc-wma-90,marketcap-btc-rsi-90,transactionvalue-btc-ema-30,transactionvalue-btc-std-30,transactionvalue-btc-std-90,transactionvalue-btc-var-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-30,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,transactions-btc-sma-30,transactions-btc-sma-90,transactions-btc-std-90,transactions-btc-var-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-30,top100cap-btc-sma-90,top100cap-btc-trx-90,activeaddresses-btc-sma-90
6604191700,0.905,0.522,0.214,99.988,98.757,41.915,5.236952879250045e+17,1.941127488906755e+17,5.8280965305802e+33,9.4199398204736e+33,0.717,0.266,2.349,2.581,2.453,2.569,0.594,0.088,-0.046,1484642047,0.06,0.063,0.024,0.001,0.043,0.003,0.187,9.394,9.195,-0.039,5419665062,62.679,7765,4927.0,6260.0,6068835,9796898,0.62,185.394,2725.0,1.452,0.259,0.017,192668,160712,62836,987081216,305288,316039,19.995,-0.011,340929
6804513121,0.952,0.543,0.218,99.988,98.757,29.679,5.264346089960216e+17,1.973253918511691e+17,5.7372671734173e+33,9.7343275673044e+33,0.728,0.271,2.361,2.581,2.454,2.565,0.582,0.085,-0.043,1520854618,0.06,0.063,0.024,0.001,0.043,0.002,0.193,9.412,9.218,-0.039,5462845544,63.593,7917,4775.0,6320.0,5701045,9984636,0.634,191.485,2985.0,1.494,0.265,0.018,194599,161624,63291,1001451582,304799,315737,19.985,-0.011,342580
6812078852,0.988,0.562,0.221,99.988,98.757,28.5,5.28357029748873e+17,1.9853438564833818e+17,5.5413001962478e+33,9.8539755711908e+33,0.733,0.275,2.484,2.606,2.466,2.574,0.575,0.083,-0.041,1531975467,0.061,0.064,0.024,0.001,0.043,0.002,0.199,9.402,9.206,-0.04,5505363696,63.627,8062,4692.0,6366.0,5503504,10133020,0.649,197.484,3266.0,1.543,0.264,0.017,195549,162344,62645,981112673,301296,312322,19.975,-0.011,343262
6422816623,1.012,0.581,0.225,99.988,98.757,28.5,5.32579682117023e+17,2.0594486516843347e+17,6.2085971383773e+33,1.0603321872311e+34,0.741,0.28,2.466,2.593,2.469,2.57,0.599,0.09,-0.039,1504055545,0.061,0.064,0.024,0.001,0.043,0.002,0.205,9.388,9.185,-0.041,5538492686,60.679,7970,4546.0,6323.0,5167198,9995978,0.662,196.226,3231.0,1.554,0.262,0.017,196039,163128,61695,951558313,300169,311054,19.965,-0.011,344297
6257316357,1.025,0.599,0.229,99.988,98.757,28.5,5.37951372514881e+17,2.175579226429168e+17,7.7652598906918e+33,1.1832862426175e+34,0.757,0.285,2.522,2.603,2.472,2.568,0.607,0.092,-0.036,1437747733,0.061,0.064,0.024,0.001,0.043,0.003,0.21,9.354,9.133,-0.042,5567246102,59.494,7699,4647.0,6304.0,5398178,9936512,0.673,194.16,3258.0,1.53,0.266,0.018,196038,163369,61476,944825317,296073,306702,19.956,-0.012,345388
6362188048,1.026,0.616,0.233,99.988,98.757,28.5,5.4166023204744416e+17,2.2528701112180947e+17,7.8524966845594e+33,1.268855934505e+34,0.774,0.291,2.218,2.581,2.47,2.557,0.58,0.084,-0.035,1391553787,0.062,0.064,0.024,0.001,0.043,0.003,0.216,9.368,9.137,-0.042,5597617583,59.994,7546,4549.0,6283.0,5172730,9867694,0.683,195.805,3258.0,1.487,0.265,0.018,196286,163729,61316,939905189,294349,304489,19.946,-0.012,346057
6378528023,1.017,0.631,0.238,99.988,98.757,28.5,5.443522230441044e+17,2.2795316151917446e+17,7.5036395552143e+33,1.2990660961647e+34,0.786,0.296,2.247,2.58,2.476,2.555,0.56,0.078,-0.033,1341718430,0.062,0.065,0.024,0.001,0.043,0.003,0.221,9.361,9.13,-0.043,5627639155,60.072,7381,4438.0,6251.0,4923965,9767399,0.691,196.672,3251.0,1.429,0.265,0.018,198112,164227,61254,938016708,293051,302624,19.935,-0.012,346927
6438637752,0.999,0.644,0.242,99.988,98.757,28.5,5.478638646420824e+17,2.317785816965878e+17,7.0041923761056e+33,1.343032773332e+34,0.796,0.302,2.218,2.561,2.48,2.552,0.55,0.076,-0.031,1287059459,0.062,0.065,0.024,0.001,0.043,0.003,0.226,9.35,9.116,-0.044,5658268145,60.359,7268,4396.0,6225.0,4830184,9686989,0.698,195.231,3261.0,1.356,0.265,0.018,197905,164695,60971,929380034,291784,300543,19.924,-0.012,348232
6386815540,0.992,0.657,0.246,99.991,98.963,36.379,5.5171564659263424e+17,2.3310571171070768e+17,7.0851456947948e+33,1.3584568208039e+34,0.804,0.307,2.246,2.551,2.48,2.542,0.53,0.07,-0.03,1232824603,0.062,0.065,0.024,0.001,0.044,0.003,0.231,9.347,9.133,-0.044,5687025219,59.983,7005,4606.0,6220.0,5304817,9672736,0.703,193.841,3266.0,1.273,0.265,0.018,197147,164868,60774,923354715,288030,295992,19.915,-0.013,348893
6491043325,1.001,0.672,0.251,99.993,99.088,42.844,5.54758105819766e+17,2.3436374824507555e+17,6.5444257035988e+33,1.373159162287e+34,0.807,0.312,2.142,2.534,2.48,2.533,0.446,0.05,-0.029,1177744093,0.063,0.065,0.023,0.001,0.044,0.003,0.236,9.355,9.162,-0.045,5717356891,60.483,6767,4801.0,6193.0,5761362,9588712,0.707,192.254,3243.0,1.181,0.266,0.018,195167,164918,60630,919000733,282465,289516,19.907,-0.013,349268
6507250695,1.018,0.689,0.255,99.993,99.088,42.844,5.574026541953101e+17,2.356889654264448e+17,5.8353821544718e+33,1.3887322105947e+34,0.805,0.317,2.117,2.531,2.484,2.528,0.438,0.048,-0.028,1122151063,0.063,0.066,0.024,0.001,0.044,0.002,0.241,9.361,9.175,-0.045,5747303750,60.561,6525,4969.0,6172.0,6171744,9523000,0.709,190.862,3252.0,1.079,0.261,0.017,194642,165424,59313,879518139,281024,287022,19.899,-0.013,350368
6449181464,1.036,0.705,0.26,99.993,99.088,42.844,5.609260697072908e+17,2.392123447363988e+17,5.0783919305114e+33,1.4305636468571e+34,0.804,0.323,2.106,2.511,2.484,2.517,0.453,0.051,-0.027,1071368702,0.063,0.066,0.023,0.001,0.044,0.002,0.246,9.367,9.187,-0.045,5775232238,60.133,6278,5231.0,6170.0,6839533,9517720,0.709,189.982,3263.0,0.973,0.26,0.017,193610,165614,58908,867536391,278664,283488,19.891,-0.013,351047
6489027901,1.05,0.721,0.265,99.993,99.088,42.844,5.654262959201965e+17,2.454950354048512e+17,5.1269859396696e+33,1.5066953102107e+34,0.806,0.328,2.193,2.493,2.488,2.514,0.451,0.051,-0.026,1028282146,0.064,0.066,0.023,0.001,0.044,0.002,0.25,9.343,9.156,-0.046,5803311399,60.328,6037,5453.0,6178.0,7434075,9542359,0.707,188.76,3283.0,0.866,0.26,0.017,193449,166023,58823,865043606,278704,282232,19.884,-0.014,351912
6497325225,1.058,0.736,0.27,99.993,99.088,42.53,5.701969611175524e+17,2.502989710223065e+17,5.2970867394707e+33,1.5662393723706e+34,0.809,0.333,2.118,2.475,2.488,2.503,0.452,0.051,-0.026,996763361,0.064,0.066,0.023,0.001,0.044,0.002,0.255,9.324,9.153,-0.046,5830852454,60.368,5860,5345.0,6167.0,7141482,9508614,0.704,186.094,3283.0,0.761,0.26,0.017,193537,166550,58544,856845673,279502,281826,19.877,-0.014,353003
6462768454,1.059,0.75,0.275,99.993,99.088,31.324,5.738735076230696e+17,2.508719242302224e+17,4.9123784463646e+33,1.5734180591744e+34,0.809,0.338,2.128,2.465,2.488,2.494,0.461,0.053,-0.025,965704200,0.064,0.066,0.023,0.001,0.044,0.002,0.259,9.323,9.172,-0.046,5856919433,60.109,5697,5504.0,6170.0,7573049,9516372,0.7,183.294,3275.0,0.662,0.261,0.017,192846,166902,58287,849335411,278340,279502,19.868,-0.014,353689
6736738330,1.052,0.762,0.28,99.993,99.088,31.324,5.776372666715912e+17,2.517780353153064e+17,4.4990601353379e+33,1.5848044766809e+34,0.807,0.343,2.086,2.443,2.492,2.487,0.461,0.053,-0.025,945313929,0.065,0.067,0.023,0.001,0.044,0.002,0.263,9.305,9.183,-0.046,5888296105,61.437,5573,5611.0,6156.0,7871004,9474400,0.696,181.327,3261.0,0.567,0.265,0.018,192681,167742,57415,824112746,279470,279480,19.859,-0.014,355160
6842235932,1.037,0.773,0.286,99.993,99.088,31.324,5.825167315842828e+17,2.557005726616688e+17,4.891564723923e+33,1.6345695714876e+34,0.807,0.349,2.187,2.436,2.491,2.484,0.299,0.022,-0.025,915122373,0.065,0.067,0.023,0.001,0.044,0.002,0.267,9.298,9.161,-0.046,5921210992,61.931,5406,5770.0,6142.0,8323866,9429648,0.69,176.772,3200.0,0.478,0.263,0.017,191383,168346,56822,807186117,279607,278599,19.849,-0.015,355850
6769859847,1.016,0.782,0.291,99.993,99.088,31.324,5.863692494604133e+17,2.5994481677007686e+17,5.1551750890592e+33,1.6892826941407e+34,0.807,0.354,2.194,2.402,2.494,2.474,0.3,0.023,-0.025,876678198,0.066,0.067,0.023,0.001,0.044,0.002,0.271,9.294,9.166,-0.046,5951733848,61.386,5194,5998.0,6146.0,8993864,9442009,0.683,170.28,3212.0,0.385,0.258,0.017,190317,169184,55227,762516884,281388,279502,19.84,-0.015,357312
6688763211,0.989,0.789,0.296,99.993,99.088,31.324,5.910055541263968e+17,2.637043515157657e+17,5.5390670044751e+33,1.7384996252088e+34,0.808,0.359,2.232,2.401,2.496,2.47,0.28,0.02,-0.025,849194242,0.066,0.067,0.023,0.001,0.044,0.002,0.275,9.273,9.143,-0.047,5979693306,60.779,5065,6095.0,6134.0,9287542,9405628,0.675,164.164,3235.0,0.294,0.26,0.017,188685,169483,54758,749600330,280690,278114,19.831,-0.015,358337
