difficulty-btc-trx-90,mining_profitability-btc-sma-30,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,marketcap-btc-trx-90,transactionvalue-btc-sma-14,transactionvalue-btc-sma-90,mediantransactionvalue-btc-sma-90,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-90,fee_to_reward-btc-std-90,fee_to_reward-btc-var-90,size-btc-sma-7,size-btc-sma-90,size-btc-wma-7,size-btc-std-30,size-btc-std-90,size-btc-var-30,size-btc-var-90,top100cap-btc-sma-90,top100cap-btc-std-90,top100cap-btc-trx-90
1.267,21.333,-1.212,331013791,0.03,5204,5663,101.359,0.289,0.291,0.103,0.003,242802,226124,249694,86312,72590,1862451838,1317321784,19.439,0.659,-0.036
1.266,21.02,-1.213,332095349,0.032,5330,5686,101.584,0.289,0.29,0.103,0.003,244196,226475,237449,86928,71651,1889111177,1283475699,19.441,0.657,-0.036
1.265,20.804,-1.213,332200790,0.034,5437,5705,101.174,0.288,0.288,0.104,0.003,241396,226439,229601,86934,71675,1889388144,1284343025,19.443,0.655,-0.035
1.263,20.52,-1.214,331992210,0.036,5360,5711,101.043,0.288,0.29,0.103,0.003,242647,226676,234990,86386,72016,1865655878,1296567483,19.445,0.651,-0.035
1.262,20.367,-1.215,331218223,0.038,5115,5698,100.672,0.287,0.29,0.102,0.003,238828,226539,238973,84895,71723,1801783627,1286044183,19.447,0.649,-0.035
1.26,20.046,-1.216,330372189,0.04,4897,5695,100.715,0.287,0.292,0.102,0.003,239243,226936,244118,85538,72050,1829170839,1297798162,19.45,0.645,-0.034
1.258,19.864,-1.217,329113934,0.042,4769,5671,100.624,0.287,0.291,0.102,0.003,235303,227166,240848,85376,71906,1822268572,1292635971,19.453,0.64,-0.034
1.256,19.785,-1.217,329797389,0.044,4828,5680,100.863,0.286,0.291,0.102,0.003,234023,227513,238131,85371,71549,1822043596,1279808056,19.456,0.635,-0.034
1.254,19.6,-1.218,329254440,0.046,4679,5669,100.574,0.286,0.29,0.102,0.003,233665,227755,227453,86441,70906,1868027833,1256930166,19.458,0.63,-0.034
1.252,19.364,-1.219,327113192,0.048,4588,5637,100.441,0.286,0.288,0.103,0.003,233830,228014,222526,84645,70531,1791176165,1243653275,19.461,0.625,-0.033
1.249,19.258,-1.219,325015519,0.049,4568,5625,100.597,0.284,0.288,0.1,0.003,231087,227522,225007,81673,69459,1667624699,1206129722,19.463,0.62,-0.033
1.246,19.152,-1.22,323749174,0.051,4587,5614,101.161,0.284,0.289,0.1,0.002,232928,227850,235103,80256,70005,1610236574,1225167530,19.464,0.619,-0.033
1.242,18.984,-1.221,323915691,0.053,4559,5623,101.63,0.283,0.289,0.097,0.002,233089,227637,242004,79943,69485,1597724956,1207056393,19.464,0.619,-0.033
1.239,18.804,-1.221,324419682,0.055,4554,5638,102.279,0.283,0.289,0.097,0.002,239344,228118,251219,79733,70049,1589326239,1226704996,19.465,0.618,-0.033
1.235,18.719,-1.222,325734736,0.057,4591,5661,102.783,0.283,0.289,0.096,0.002,240223,228681,249030,78713,69302,1548926845,1200688053,19.465,0.617,-0.032
1.231,18.519,-1.222,326100337,0.058,4431,5668,102.917,0.283,0.288,0.096,0.002,245493,229206,246024,77820,68559,1513974451,1175073588,19.466,0.616,-0.032
1.227,18.276,-1.223,324919346,0.06,4232,5658,102.757,0.282,0.287,0.096,0.002,246153,228980,239295,75416,68563,1421893549,1175235641,19.466,0.615,-0.032
1.223,18.106,-1.223,325213622,0.061,4185,5664,103.129,0.282,0.287,0.096,0.002,247626,229279,241274,71726,68763,1286169844,1182103518,19.467,0.613,-0.032
1.219,18.058,-1.224,325915250,0.063,4168,5678,103.342,0.281,0.286,0.094,0.002,243342,228960,239738,69541,68264,1208979864,1165003375,19.469,0.611,-0.032
1.215,18.007,-1.224,326128516,0.064,3985,5681,103.8,0.281,0.286,0.094,0.002,239069,229390,236557,63049,67811,993809554,1149585917,19.47,0.609,-0.032
1.211,17.85,-1.225,325152382,0.065,3926,5666,104.152,0.281,0.286,0.094,0.002,238412,229989,243127,54985,68118,755849603,1160025788,19.472,0.605,-0.032
1.207,17.747,-1.225,325142210,0.066,3856,5661,104.78,0.281,0.286,0.094,0.002,240215,230431,244326,51628,67939,666360198,1153943183,19.475,0.6,-0.031
1.202,17.634,-1.226,325248662,0.067,3923,5668,105.163,0.28,0.284,0.095,0.002,234775,230304,231802,53374,68196,712188750,1162669870,19.478,0.595,-0.031
1.197,17.428,-1.226,324797553,0.068,4015,5674,105.189,0.278,0.283,0.09,0.002,231893,229187,222709,53306,66944,710374824,1120360569,19.48,0.591,-0.031
1.193,17.324,-1.226,323837493,0.069,3964,5673,105.593,0.278,0.284,0.091,0.002,238629,230099,240042,54573,68588,744563520,1176064507,19.483,0.586,-0.031
1.188,17.237,-1.227,323500747,0.07,4069,5671,106.02,0.278,0.286,0.092,0.002,250395,230985,261346,62172,71295,966351986,1270733547,19.487,0.581,-0.031
1.182,17.175,-1.227,319409466,0.071,4042,5615,106.262,0.278,0.286,0.092,0.002,258523,231610,270626,64075,72273,1026402989,1305849637,19.49,0.576,-0.031
1.177,17.075,-1.227,315687432,0.071,3959,5563,106.525,0.277,0.286,0.09,0.002,256288,231974,268421,62292,72305,970082554,1306985521,19.493,0.571,-0.03
1.171,16.943,-1.228,314373988,0.072,3817,5537,106.94,0.278,0.286,0.089,0.002,257629,232884,267497,62197,71250,967101732,1269128096,19.497,0.566,-0.03
1.166,16.881,-1.228,314287785,0.073,3835,5534,107.165,0.277,0.284,0.09,0.002,257766,232586,250860,64776,71721,1048994463,1285961125,19.5,0.561,-0.03
1.16,16.759,-1.228,313820179,0.073,3887,5539,107.259,0.276,0.283,0.09,0.002,258922,232030,238042,65906,71746,1085895794,1286856929,19.504,0.556,-0.03
1.155,16.64,-1.228,313813291,0.074,3885,5539,107.455,0.276,0.283,0.09,0.002,251226,232204,235149,63661,71817,1013166876,1289433309,19.507,0.55,-0.03
1.149,16.47,-1.228,314590646,0.074,3942,5549,107.764,0.275,0.283,0.089,0.002,241600,232129,236458,62929,71701,990019856,1285270323,19.511,0.544,-0.029
1.143,16.332,-1.229,314793902,0.074,4050,5552,108.233,0.276,0.284,0.09,0.002,245766,232900,255228,67923,73799,1153371231,1361564105,19.514,0.538,-0.029
1.137,16.159,-1.229,315509060,0.074,4147,5557,108.695,0.276,0.284,0.09,0.002,247128,233448,258596,67941,73841,1153979819,1363116302,19.518,0.533,-0.029
1.131,16.051,-1.229,316957343,0.074,4236,5571,108.939,0.277,0.284,0.089,0.002,247989,234222,261469,67919,73418,1153244958,1347540875,19.522,0.527,-0.029
1.125,15.796,-1.229,318841579,0.074,4300,5600,108.927,0.278,0.285,0.089,0.002,265064,235613,277124,71454,74403,1276420778,1383935311,19.526,0.521,-0.029
1.119,15.624,-1.229,318688176,0.074,4263,5605,108.942,0.285,0.298,0.153,0.006,265885,235299,263918,72119,74556,1300293777,1389634134,19.53,0.515,-0.028
1.113,15.457,-1.229,315768161,0.073,4453,5570,109.026,0.284,0.296,0.153,0.006,260625,234873,250079,70433,74679,1240203899,1394226347,19.535,0.508,-0.028
1.106,15.273,-1.229,314948333,0.072,4380,5558,109.081,0.284,0.296,0.153,0.006,255652,234705,240334,69988,74729,1224575940,1396103757,19.54,0.502,-0.028
1.101,14.999,-1.23,313523618,0.071,4404,5540,109.249,0.284,0.296,0.153,0.006,245115,234686,237152,69996,74719,1224856733,1395745196,19.545,0.495,-0.028
1.095,14.789,-1.23,310696262,0.07,4532,5501,109.268,0.283,0.295,0.153,0.006,244010,234692,238748,69483,74725,1206964759,1395950488,19.551,0.488,-0.027
1.09,14.521,-1.23,323231274,0.069,6147,5687,109.417,0.283,0.295,0.153,0.006,242479,235304,239721,69320,74244,1201308142,1378054323,19.549,0.486,-0.027
1.085,14.333,-1.23,321462724,0.068,6333,5665,109.261,0.283,0.293,0.154,0.006,226027,235039,227963,71208,74640,1267628201,1392779910,19.548,0.484,-0.027
1.08,14.041,-1.23,318829824,0.067,6334,5632,109.034,0.282,0.292,0.154,0.006,230288,234953,231974,71021,74590,1260989548,1390905122,19.547,0.482,-0.027
1.076,13.905,-1.23,317850986,0.065,6531,5623,108.921,0.283,0.296,0.158,0.006,241705,234884,247014,72535,74372,1315342617,1382787094,19.546,0.481,-0.026
1.072,13.765,-1.23,322136691,0.064,7040,5688,109.044,0.283,0.296,0.158,0.006,244982,234835,247734,71761,74340,1287396578,1381616651,19.545,0.479,-0.026
1.068,13.571,-1.23,326118631,0.062,7381,5735,109.156,0.282,0.295,0.158,0.006,246526,234635,249920,71757,74039,1287264539,1370429878,19.545,0.478,-0.026
1.064,13.408,-1.231,324179745,0.06,7423,5701,108.753,0.281,0.294,0.158,0.006,242658,234684,244395,72227,74006,1304186219,1369221441,19.545,0.479,-0.025
1.059,13.216,-1.231,323465734,0.059,7356,5673,108.686,0.281,0.293,0.158,0.006,237470,234720,236628,73139,73957,1337334905,1367419336,19.546,0.481,-0.025
1.056,13.103,-1.231,321172451,0.057,7354,5631,107.879,0.281,0.291,0.159,0.006,236157,234512,223823,75941,74394,1441741459,1383633593,19.548,0.485,-0.024
1.052,12.906,-1.231,317139886,0.055,7371,5576,107.266,0.28,0.289,0.16,0.006,227221,234290,209665,79423,74929,1576989389,1403598237,19.549,0.489,-0.024
1.048,12.616,-1.231,314209543,0.054,7265,5535,106.539,0.28,0.289,0.16,0.006,228054,234974,226929,79293,76048,1571843612,1445826422,19.55,0.491,-0.024
1.045,12.427,-1.231,309727505,0.052,7262,5467,105.94,0.281,0.29,0.16,0.006,233454,235841,240511,78340,76410,1534305200,1459624185,19.551,0.493,-0.023
1.042,12.255,-1.231,305281496,0.05,7230,5401,105.61,0.28,0.289,0.16,0.006,231273,235569,241763,75911,76197,1440611594,1451506277,19.551,0.493,-0.023
1.039,12.003,-1.231,299876678,0.048,7059,5315,105.479,0.28,0.289,0.16,0.006,234903,235310,246403,70286,75842,1235017791,1437991079,19.552,0.496,-0.022
1.037,11.704,-1.231,297743635,0.045,5485,5269,105.255,0.281,0.289,0.159,0.006,243630,236292,255848,69254,75464,1199015572,1423689689,19.553,0.498,-0.022
1.035,11.523,-1.231,293780740,0.043,5223,5177,104.775,0.28,0.288,0.16,0.006,244966,235928,243840,71295,75927,1270754068,1441244391,19.553,0.5,-0.021
1.033,11.284,-1.232,292726944,0.041,5173,5163,104.009,0.283,0.293,0.167,0.007,255364,236148,245676,71290,76001,1270548262,1444049238,19.554,0.502,-0.021
1.031,11.015,-1.232,290976855,0.039,4897,5130,103.614,0.283,0.294,0.167,0.007,255422,236789,256007,71387,77053,1274030017,1484272569,19.555,0.503,-0.02
1.029,10.82,-1.232,289688574,0.037,4212,5103,103.059,0.284,0.296,0.169,0.007,265435,237909,280269,79611,80728,1584469195,1629240350,19.554,0.502,-0.02
1.027,10.614,-1.232,284293789,0.034,3728,5020,102.669,0.285,0.296,0.169,0.007,275221,238761,290652,82180,81997,1688395810,1680865699,19.554,0.501,-0.019
1.025,10.48,-1.232,281434931,0.032,3568,4979,102.59,0.284,0.295,0.169,0.007,270425,238597,275911,83151,82117,1728524984,1685791507,19.553,0.499,-0.019
1.023,10.324,-1.232,280520840,0.03,3484,4960,102.876,0.285,0.295,0.168,0.007,266085,239340,268881,79484,81021,1579439014,1641096421,19.552,0.496,-0.018
1.021,10.13,-1.232,279215783,0.027,3308,4935,103.139,0.285,0.293,0.168,0.007,264037,239446,247676,82894,80691,1717866758,1627750990,19.551,0.494,-0.018
1.019,9.96,-1.232,276130030,0.025,3181,4892,102.905,0.285,0.293,0.168,0.007,267242,240094,250352,83433,80877,1740250226,1635253120,19.55,0.491,-0.018
1.017,9.837,-1.232,275028421,0.022,3034,4877,102.763,0.286,0.293,0.168,0.007,266132,240921,255772,81539,81334,1662161445,1653800780,19.549,0.489,-0.017
1.015,9.66,-1.232,273435682,0.02,2916,4845,102.491,0.286,0.294,0.168,0.007,258098,241604,263296,82554,82144,1703804533,1686905064,19.548,0.486,-0.017
1.014,9.473,-1.233,270813552,0.017,2870,4797,102.58,0.286,0.293,0.168,0.007,248612,241762,258912,81423,82080,1657442898,1684283946,19.547,0.482,-0.016
1.012,9.352,-1.233,269994098,0.015,2935,4778,102.774,0.286,0.293,0.168,0.007,251521,242410,255915,80924,80981,1637165626,1639482922,19.546,0.478,-0.016
1.011,9.228,-1.233,269788057,0.012,2972,4764,103.119,0.287,0.292,0.167,0.007,248516,243001,248352,81537,79566,1662052108,1582670485,19.544,0.473,-0.015
1.009,9.11,-1.233,269154097,0.009,3147,4749,103.171,0.287,0.291,0.166,0.007,252381,243351,238303,82822,78669,1714868948,1547216126,19.544,0.472,-0.015
1.008,8.979,-1.233,268632578,0.006,3305,4739,102.614,0.287,0.289,0.167,0.007,244263,243503,229687,83501,78420,1743117056,1537419634,19.545,0.476,-0.014
1.006,8.848,-1.233,265020465,0.003,3281,4683,102.529,0.287,0.289,0.166,0.007,240283,244159,233886,81446,78006,1658344433,1521248371,19.55,0.484,-0.014
1.004,8.738,-1.233,264199913,0.0,3364,4680,102.713,0.288,0.29,0.167,0.007,242178,245337,251189,84259,78712,1774910856,1548908096,19.555,0.488,-0.013
1.002,8.624,-1.233,263215978,-0.003,3512,4685,102.758,0.289,0.291,0.166,0.007,248587,246223,262001,83964,78702,1762506319,1548508346,19.559,0.493,-0.013
1.0,8.46,-1.233,262100920,-0.006,3534,4674,102.62,0.29,0.291,0.166,0.007,255283,247329,270728,84739,77965,1795153881,1519652442,19.564,0.497,-0.012
0.999,8.267,-1.234,261829034,-0.01,3528,4667,102.789,0.303,0.316,0.287,0.021,267963,248793,284416,87256,77671,1903407602,1508183531,19.569,0.502,-0.012
0.997,8.117,-1.234,261197760,-0.013,3579,4656,102.764,0.304,0.316,0.286,0.02,279967,249855,290511,87595,77410,1918229777,1498062261,19.574,0.506,-0.011
0.996,7.938,-1.234,258257623,-0.016,3603,4621,102.146,0.304,0.316,0.286,0.02,295766,249887,302647,89681,77536,2010661801,1502939122,19.579,0.51,-0.011
0.995,7.75,-1.234,254563800,-0.02,3651,4567,101.823,0.304,0.317,0.286,0.02,304558,249812,309356,88047,77242,1938066840,1491579456,19.584,0.516,-0.01
0.994,7.609,-1.234,250442124,-0.023,3717,4501,101.656,0.303,0.317,0.285,0.02,302783,249873,307484,82847,77382,1715905173,1496987108,19.588,0.52,-0.01
0.994,7.545,-1.235,248486667,-0.027,3772,4471,101.392,0.303,0.317,0.285,0.02,304886,250239,306826,83031,78016,1723531896,1521611453,19.593,0.524,-0.01
0.993,7.42,-1.235,247965486,-0.031,3714,4459,101.494,0.304,0.317,0.285,0.02,307082,251364,305321,83601,77870,1747290874,1515940662,19.598,0.529,-0.009
0.992,7.295,-1.235,247442538,-0.035,3673,4439,101.78,0.305,0.318,0.285,0.02,304343,252550,301264,83141,76981,1728095121,1481531821,19.603,0.532,-0.009
0.992,7.195,-1.235,247256904,-0.038,3559,4424,101.958,0.306,0.318,0.284,0.02,302114,253043,294364,82786,77027,1713400541,1483282190,19.608,0.535,-0.008
0.991,7.062,-1.236,247129745,-0.042,3493,4420,101.839,0.306,0.317,0.284,0.02,293485,253197,285862,82797,77091,1713844490,1485764583,19.615,0.538,-0.008
0.99,6.884,-1.236,248490310,-0.047,3628,4436,101.966,0.306,0.317,0.284,0.02,287392,253138,282479,77840,77000,1514755140,1482256387,19.624,0.544,-0.007
0.989,6.752,-1.236,248358837,-0.051,3586,4429,102.117,0.307,0.319,0.285,0.02,293124,254034,294930,80520,78989,1620872406,1559833438,19.634,0.549,-0.007
0.988,6.656,-1.236,248230384,-0.055,3497,4418,102.053,0.308,0.319,0.285,0.02,294269,254639,298691,80991,79800,1639869220,1592027158,19.643,0.554,-0.006
0.987,6.554,-1.237,248488609,-0.059,3550,4416,101.85,0.309,0.321,0.285,0.02,294499,255384,300243,76633,80245,1468142371,1609801717,19.653,0.558,-0.006
0.986,6.422,-1.237,248713778,-0.064,3647,4405,102.024,0.31,0.321,0.285,0.02,293711,256401,297952,75859,79413,1438656988,1576624206,19.662,0.561,-0.005
0.984,6.265,-1.237,247760380,-0.068,3644,4377,102.141,0.311,0.32,0.285,0.02,289720,256801,286726,73337,78892,1344589001,1555985599,19.672,0.567,-0.005
0.983,6.181,-1.238,246222719,-0.072,3629,4352,101.729,0.31,0.32,0.284,0.02,292295,257059,285827,72299,79122,1306771544,1565053285,19.682,0.575,-0.005
0.981,6.063,-1.238,245359775,-0.076,3653,4340,101.74,0.31,0.32,0.284,0.02,294631,257478,286830,62998,79548,992184604,1581966693,19.691,0.578,-0.004
0.979,5.994,-1.238,244485248,-0.08,3734,4320,101.866,0.311,0.322,0.285,0.02,299046,258686,305197,70131,82860,1229575505,1716437903,19.699,0.58,-0.004
0.977,5.91,-1.238,244052420,-0.084,3930,4340,102.06,0.311,0.322,0.285,0.02,297455,259473,304695,70254,82956,1233908541,1720407815,19.709,0.582,-0.003
0.975,5.822,-1.239,243283793,-0.088,4082,4343,101.984,0.312,0.322,0.285,0.02,295225,260145,301547,70133,82788,1229641904,1713476612,19.718,0.582,-0.003
0.973,5.745,-1.239,243738935,-0.092,4184,4362,102.472,0.313,0.322,0.284,0.02,295946,261245,300336,68204,81726,1162935055,1669781665,19.727,0.58,-0.002
0.97,5.696,-1.239,243639041,-0.096,4197,4363,102.566,0.313,0.321,0.284,0.02,292540,261368,282591,69455,81475,1205988435,1659545211,19.735,0.577,-0.002
0.968,5.642,-1.239,242415259,-0.1,4090,4345,102.242,0.314,0.321,0.284,0.02,296225,262125,287437,65715,82071,1079600820,1683923514,19.746,0.571,-0.001
0.965,5.584,-1.24,242620365,-0.103,4032,4350,102.061,0.314,0.322,0.284,0.02,302179,262864,297877,60786,83579,923743922,1746347870,19.755,0.566,-0.001
0.962,5.577,-1.24,242255177,-0.107,3972,4338,101.883,0.315,0.322,0.284,0.02,294180,263437,300359,54258,84212,735973306,1772903924,19.765,0.56,-0.0005
0.958,5.516,-1.24,241527414,-0.111,3988,4330,101.483,0.315,0.322,0.284,0.02,293099,263654,299180,52722,84378,694895910,1779913044,19.776,0.555,0.0
0.955,5.477,-1.24,241058158,-0.114,4037,4330,101.227,0.316,0.323,0.284,0.02,296397,264514,302892,52678,84589,693729888,1788823741,19.786,0.549,0.0005
0.951,5.402,-1.241,241212235,-0.117,3951,4331,101.267,0.316,0.322,0.284,0.02,293430,264974,296197,53456,84244,714387775,1774249064,19.796,0.542,0.001
0.948,5.336,-1.241,241653926,-0.121,4037,4347,101.569,0.317,0.322,0.283,0.02,299258,265498,289280,54417,83667,740308668,1750062206,19.806,0.533,0.001
0.944,5.305,-1.241,240207398,-0.124,4156,4347,100.931,0.318,0.322,0.283,0.02,302290,266377,297752,55812,84822,778748474,1798688809,19.815,0.522,0.002
0.94,5.289,-1.241,239374571,-0.128,4206,4346,100.621,0.319,0.323,0.283,0.02,299033,267196,300976,56158,85267,788421801,1817599891,19.824,0.512,0.002
0.936,5.264,-1.241,238916183,-0.131,4141,4344,100.237,0.32,0.324,0.283,0.02,304978,268563,314648,58670,86811,860535425,1884051329,19.834,0.5,0.003
0.932,5.252,-1.241,238984849,-0.134,3910,4338,99.997,0.321,0.325,0.283,0.02,309270,269165,318283,58512,87462,855907088,1912419478,19.843,0.487,0.003
0.928,5.214,-1.241,238332211,-0.138,3722,4322,99.472,0.322,0.325,0.283,0.02,307936,269781,315618,58509,87503,855833518,1914186864,19.85,0.477,0.003
0.923,5.195,-1.242,238393415,-0.141,3741,4334,99.223,0.322,0.324,0.282,0.02,305726,270492,302168,60638,85928,919235434,1845890609,19.859,0.468,0.004
0.919,5.164,-1.242,237470890,-0.144,3728,4319,99.189,0.323,0.324,0.282,0.02,302424,270984,286400,63694,84771,1014235049,1796516733,19.866,0.458,0.004
0.914,5.12,-1.242,236565964,-0.148,3698,4304,98.531,0.323,0.324,0.282,0.02,299919,271144,289697,64089,85052,1026855780,1808459437,19.874,0.447,0.004
0.909,5.11,-1.242,234851061,-0.151,3696,4292,97.949,0.323,0.325,0.282,0.02,298275,270920,290636,63739,84600,1015652843,1789309432,19.881,0.437,0.005
0.904,5.105,-1.242,235302565,-0.154,3802,4301,97.803,0.324,0.326,0.282,0.02,291154,271101,292036,62872,84812,988226096,1798284459,19.887,0.429,0.005
0.9,5.072,-1.242,235734057,-0.158,3763,4300,97.72,0.325,0.327,0.282,0.02,295565,272220,306844,65205,86297,1062920840,1861791491,19.895,0.422,0.006
0.895,5.098,-1.242,235956357,-0.161,3606,4297,97.453,0.326,0.328,0.282,0.02,302870,273300,320390,66295,87707,1098765320,1923132474,19.904,0.416,0.006
0.89,5.069,-1.242,236357589,-0.164,3625,4298,97.483,0.328,0.329,0.281,0.02,314927,274938,329307,67625,87009,1143286702,1892623231,19.912,0.408,0.006
0.886,5.025,-1.242,235705557,-0.167,3501,4287,97.241,0.328,0.328,0.28,0.02,318191,275594,316950,68875,85817,1185948418,1841132765,19.92,0.399,0.006
0.881,5.007,-1.242,234117619,-0.17,3376,4268,96.763,0.33,0.329,0.28,0.02,318243,276356,316396,68842,86019,1184812966,1849805876,19.929,0.39,0.007
0.877,4.993,-1.243,232757360,-0.173,3346,4253,96.618,0.331,0.33,0.28,0.02,324370,277357,323476,67761,87159,1147882830,1899174504,19.938,0.381,0.007
0.872,4.957,-1.243,231002448,-0.176,3313,4229,96.385,0.331,0.332,0.281,0.02,336063,278125,338817,73277,89709,1342375644,2011911774,19.947,0.372,0.007
0.868,4.949,-1.243,230818877,-0.178,3430,4226,96.272,0.333,0.334,0.281,0.02,339078,279372,347674,76535,91722,1464391308,2103250135,19.955,0.364,0.008
0.863,4.96,-1.242,233884659,-0.181,3783,4252,96.699,0.334,0.335,0.281,0.02,343548,280732,358164,77954,94052,1519207926,2211462797,19.963,0.355,0.008
0.859,4.937,-1.242,233824750,-0.183,3729,4245,97.049,0.334,0.335,0.281,0.02,341530,280885,353379,77908,94291,1517430733,2222713093,19.971,0.35,0.008
0.854,4.907,-1.242,233945249,-0.185,3796,4246,96.89,0.328,0.335,0.257,0.017,344740,281727,339990,77771,93171,1512081322,2170208353,19.979,0.341,0.009
0.85,4.892,-1.242,231717939,-0.187,3890,4216,96.327,0.329,0.334,0.256,0.016,344811,282904,332922,77356,92215,1495971382,2125909995,19.988,0.341,0.009
0.845,4.863,-1.242,231672094,-0.189,3879,4214,96.138,0.33,0.336,0.257,0.016,347821,284526,338628,72480,92981,1313319485,2161353642,19.997,0.341,0.009
0.84,4.858,-1.242,232326869,-0.191,3880,4219,95.855,0.331,0.336,0.256,0.016,339024,285428,332711,72478,92925,1313282335,2158754629,20.006,0.34,0.01
0.836,4.83,-1.242,230812238,-0.193,3921,4205,95.65,0.332,0.337,0.256,0.016,334315,286395,332587,72498,93303,1314004627,2176357792,20.014,0.343,0.01
0.831,4.779,-1.241,216410150,-0.195,4032,3968,95.536,0.333,0.338,0.256,0.016,331398,287648,339164,74022,94224,1369798507,2219541977,20.023,0.346,0.01
0.827,4.746,-1.241,217371190,-0.196,4191,3965,95.579,0.335,0.339,0.255,0.016,337519,289557,348127,75015,93634,1406818113,2191843261,20.03,0.348,0.011
0.822,4.726,-1.241,217678216,-0.198,4269,3966,95.566,0.336,0.338,0.255,0.016,334316,289818,330135,77612,93234,1505905371,2173124140,20.038,0.347,0.011
0.817,4.706,-1.241,214347236,-0.199,4282,3918,94.933,0.334,0.338,0.253,0.016,336760,290297,329952,75317,93684,1418178032,2194171008,20.045,0.347,0.011
