Date,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,difficulty-btc-sma-30,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-14,difficulty-btc-wma-90,difficulty-btc-std-30,difficulty-btc-std-90,difficulty-btc-var-30,difficulty-btc-trx-7,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,hashrate-btc-sma-3,hashrate-btc-sma-7,hashrate-btc-sma-14,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-14,hashrate-btc-ema-90,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-90,hashrate-btc-std-14,hashrate-btc-std-30,hashrate-btc-var-30,hashrate-btc-trx-7,hashrate-btc-trx-30,hashrate-btc-trx-90,hashrate-btc-rsi-30,hashrate-btc-roc-90,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-7,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-30,mining_profitability-btc-var-30,mining_profitability-btc-var-90,mining_profitability-btc-trx-14,mining_profitability-btc-trx-90,sentinusd-btc-sma-90,sentinusd-btc-var-30,sentinusd-btc-trx-30,transactionfees-btc-sma-14,transactionfees-btc-sma-90,transactionfees-btc-std-30,transactionfees-btc-var-3,transactionfees-btc-var-7,transactionfees-btc-var-14,transactionfees-btc-var-30,transactionfees-btc-trx-3,transactionfees-btc-trx-30,transactionfees-btc-trx-90,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-wma-14,median_transaction_fee-btc-wma-30,median_transaction_fee-btc-std-90,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-14,confirmationtime-btc-sma-30,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-std-30,confirmationtime-btc-trx-30,marketcap-btc-sma-14,marketcap-btc-sma-90,marketcap-btc-wma-14,marketcap-btc-mom-30,marketcap-btc-mom-90,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-14,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-sma-90,transactionvalue-btc-std-90,transactionvalue-btc-var-30,transactionvalue-btc-var-90,transactionvalue-btc-trx-14,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-14,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-wma-30,mediantransactionvalue-btc-std-7,mediantransactionvalue-btc-std-30,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-var-7,mediantransactionvalue-btc-var-30,mediantransactionvalue-btc-var-90,mediantransactionvalue-btc-trx-7,mediantransactionvalue-btc-trx-14,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,mediantransactionvalue-btc-roc-30,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-30,fee_to_reward-btc-std-90,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-var-90,fee_to_reward-btc-trx-14,fee_to_reward-btc-trx-30,fee_to_reward-btc-trx-90,size-btc-std-30,size-btc-var-30,size-btc-var-90,size-btc-trx-30,size-btc-trx-90,transactions-btc-trx-14,sentbyaddress-btc-sma-14,sentbyaddress-btc-wma-14,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-14,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-wma-90,top100cap-btc-std-30,top100cap-btc-mom-30,top100cap-btc-mom-90,top100cap-btc-trx-90,top100cap-btc-roc-30,activeaddresses-btc-sma-90,activeaddresses-btc-trx-14,price-btc-sma-90,price-btc-mom-30,price-btc-mom-90,price-btc-trx-14,price-btc-trx-90,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2013-04-16,0.0375,68054656188210.0,6657636,6731462,5193984,7625997,5486319,2075018,3257267,1076424681331.0,0.943,1.576,1.418,0.419,63895237885654.0,64911449594467.0,62481173667108.0,57776120065725.0,38512729544934.0,62431297439707.0,43412729210981.0,64964902056461.0,64329594732747.0,63856043474291.0,46683745221387.0,9003122564089.0,13803433440421.0,4.7633693686032e+25,0.77,1.511,0.554,60.216,243.088,6991.0,8452.0,7295.0,4949.0,6666.0,7139.0,5508.0,5387.0,6093.0,7734.0,5958.0,4198.0,4406656.0,4652684.0,1.442,0.338,78822824,6661699350982028.0,3.446,0.114,0.048,0.065,0.001,0.001,0.001,0.001,-6.502,3.224,1.795,0.053,0.05,0.054,0.041,0.046,0.058,0.055,0.04,3.169,1.659,41.883,8.345,8.862,8.847,8.563,2.06,-0.139,1372807391,554999586,1270081095,349239956,676892339,1.6261828681345062e+17,1.9563342943098416e+17,2.845,3.423,1.708,446.896,3109,1576,2877.0,2125679,2069327,2.098,0.415,116.109,43.324,54.423,97.919,189.113,115.868,89.588,8941.0,3356.0,2007.0,-1.279,3.896,3.894,0.801,38.187,1.355,1.357,1.243,1.258,1.297,1.212,1.326,1.308,1.278,0.598,0.764,0.079,0.089,0.146,0.275,0.089,0.628,59381,881535271,644731362,0.221,0.314,0.441,64760,63525,22291,124217714,1.467,0.961,0.336,19.791,19.494,19.619,0.639,1.125,1.3,-0.044,5.801,65219,1.755,50.814,31.112,60.844,2.813,1.627,77.734,120.78,107.0,89.295
2013-04-17,0.0389,67652617934419.0,6763990,6815773,5256496,7699674,5561378,2019357,3321596,1019450344506.0,0.89,1.516,1.42,0.43,65900553475997.0,64546608750623.0,63008477266074.0,58438944183005.0,39031430337929.0,63127473505668.0,43945474018090.0,66843592080844.0,65014886817735.0,64545569376599.0,47324182328849.0,9283783720397.0,13726914514982.0,4.7107045525407e+25,0.782,1.501,0.566,59.956,222.623,5948.0,8177.0,7308.0,4983.0,6251.0,7001.0,5497.0,5126.0,5596.0,7586.0,5959.0,4169.0,4345632.0,4554470.0,1.053,0.351,79929025,6684089927335452.0,3.273,0.113,0.049,0.063,0.001,0.001,0.001,0.001,-2.2,3.124,1.818,0.046,0.047,0.052,0.039,0.043,0.055,0.054,0.04,3.051,1.681,42.853,8.374,8.812,8.838,8.553,2.041,-0.131,1339966087,562776132,1201494992,353651692,699889144,1.5324667797001216e+17,1.94849229899552e+17,2.324,3.293,1.733,441.508,3055,1596,2874.0,2113889,2064635,1.565,0.445,113.81,43.924,54.773,96.984,43.721,115.489,89.581,477.892,3334.0,2006.0,-2.459,3.171,3.753,0.838,26.772,1.431,1.377,1.279,1.264,1.335,1.227,1.396,1.349,1.292,0.616,0.775,0.093,0.095,0.15,0.385,0.105,0.622,55531,770912856,627870734,0.225,0.313,0.407,64204,63074,22559,127222999,1.346,0.969,0.342,19.825,19.507,19.639,0.653,1.034,1.197,-0.043,5.34,65734,1.637,51.513,31.474,62.878,2.294,1.653,94.679,134.8,110.492,89.925
2013-04-18,0.0473,72151171083871.0,6901545,6955032,5338205,7885369,5655840,2040554,3427443,1040964977283.0,1.066,1.496,1.426,0.442,69286148402167.0,65441521961442.0,64214099833488.0,59328590569163.0,39623024055206.0,64330633182762.0,44565379448107.0,69968900884781.0,66916027401047.0,65764595218972.0,48052088718869.0,9335855483737.0,13706862555370.0,4.696952027795e+25,0.916,1.494,0.578,61.858,281.596,5631.0,7899.0,7308.0,5009.0,5908.0,6864.0,5483.0,4930.0,5329.0,7430.0,5957.0,4168.0,4342954.0,4484198.0,0.677,0.363,85757610,1.1507710157697848e+16,3.238,0.109,0.05,0.061,0.001,0.001,0.001,0.001,-1.772,3.014,1.839,0.044,0.047,0.051,0.043,0.043,0.053,0.054,0.04,2.93,1.7,48.66,8.418,8.788,8.859,8.575,2.104,-0.12,1317688506,572582902,1162291359,485046210,882609311,1.4388071010127846e+17,1.9557404163789312e+17,1.883,3.16,1.755,540.386,3378,1722,3582.0,4569337,3207175,1.852,0.484,111.57,44.725,55.59,97.412,33.494,115.158,89.994,280.464,3315.0,2025.0,-2.907,2.592,3.611,0.875,50.41,1.372,1.32,1.277,1.263,1.323,1.225,1.365,1.34,1.289,0.617,0.775,0.071,0.095,0.15,0.412,0.115,0.616,54724,748677366,623957901,0.223,0.311,0.322,62971,61780,22638,128124217,1.201,0.969,0.348,19.862,19.52,19.659,0.662,1.085,1.23,-0.042,5.611,66013,1.473,52.395,43.297,79.377,1.854,1.676,106.7,139.74,112.815,88.775
2013-04-19,0.0534,59918797331804.0,7039100,7085307,5418120,8049365,5748904,2024487,3525530,1024636874867.0,1.285,1.497,1.434,0.453,66574195450032.0,64903024476464.0,64792910018212.0,59835876327805.0,40042583555610.0,63742388402634.0,44902817203792.0,65285225349600.0,65535346243637.0,65191888218748.0,48498149670003.0,6867867583257.0,12584247801134.0,3.9590823180089e+25,0.756,1.479,0.59,54.568,170.411,5608.0,7630.0,7286.0,5048.0,5980.0,6821.0,5499.0,5559.0,5471.0,7358.0,5983.0,4184.0,4376977.0,4439211.0,0.369,0.375,87640254,1.1362994333806816e+16,3.187,0.107,0.051,0.058,0.001,0.001,0.001,0.001,-0.202,2.905,1.857,0.045,0.049,0.052,0.049,0.045,0.052,0.055,0.04,2.813,1.717,52.359,8.541,8.801,8.895,8.613,2.147,-0.103,1300884039,583869469,1143816821,548449516,1015791030,1.3637143235856256e+17,1.976735185425368e+17,1.54,3.033,1.776,621.893,3412,1755,3587.0,4532981,3216786,1.952,0.522,109.185,45.596,56.386,97.762,30.627,114.676,90.281,234.507,3288.0,2038.0,-2.934,2.126,3.47,0.909,59.104,1.415,1.332,1.307,1.263,1.34,1.233,1.402,1.361,1.297,0.589,0.774,0.075,0.087,0.15,0.468,0.129,0.61,51903,673483395,652890003,0.228,0.31,0.26,62830,62362,23036,132659018,1.101,0.969,0.354,19.895,19.534,19.679,0.669,1.012,1.22,-0.041,5.214,66631,1.35,53.41,48.948,91.401,1.512,1.697,114.48,132.945,112.905,86.483
2013-04-20,0.0572,64763702820794.0,7176655,7207178,5496277,8194605,5840570,1970245,3616489,970466037257.0,1.463,1.505,1.442,0.465,65611223745490.0,65167428975407.0,65002587737525.0,60239166812288.0,40521346983024.0,63878563658389.0,45339320184386.0,64379979034981.0,65500515829720.0,65187993925759.0,49041470972535.0,6669387347744.0,12413472453200.0,3.8523574586589e+25,0.611,1.462,0.601,56.661,198.795,5650.0,7485.0,7293.0,5099.0,6207.0,6825.0,5530.0,6323.0,5790.0,7332.0,6024.0,4181.0,4370125.0,4391660.0,0.141,0.386,88638558,1.140876179954406e+16,3.098,0.108,0.052,0.057,0.001,0.001,0.001,0.001,2.151,2.802,1.873,0.046,0.051,0.052,0.054,0.049,0.052,0.055,0.041,2.704,1.733,54.637,8.632,8.782,8.905,8.625,2.041,-0.086,1285931883,596110754,1139098610,566368880,1101715612,1.3083802872558643e+17,2.007252594814136e+17,1.289,2.914,1.794,672.673,3420,1779,3581.0,4516867,3205073,1.868,0.558,107.246,46.078,56.532,96.184,31.146,114.182,90.185,242.518,3259.0,2033.0,-3.152,1.665,3.312,0.941,27.244,1.448,1.349,1.316,1.265,1.33,1.232,1.383,1.353,1.295,0.573,0.773,0.065,0.082,0.149,0.463,0.138,0.604,49638,615987546,648423523,0.229,0.309,0.169,62634,60560,22905,131164512,0.954,0.96,0.359,19.934,19.549,19.701,0.681,1.165,1.329,-0.04,6.011,66947,1.171,54.512,50.491,99.145,1.261,1.716,114.295,126.316,113.2,83.838
2013-04-21,0.0571,76580830433678.0,7314210,7321185,5572717,8327453,5930837,1874516,3700845,878452464453.0,1.565,1.514,1.45,0.477,67087776862092.0,67302308871163.0,65993360293655.0,60968235219997.0,41118194853750.0,65572199228427.0,46025946783271.0,69864782379075.0,68353866194288.0,66731759618579.0,49833987092330.0,8795120977447.0,13546098021411.0,4.5874192901418e+25,0.776,1.45,0.613,61.174,234.933,5770.0,7285.0,7281.0,5147.0,6309.0,6812.0,5553.0,6637.0,6032.0,7289.0,6057.0,4186.0,4381589.0,4328140.0,-0.036,0.397,89601510,1.1313101153107172e+16,2.98,0.106,0.053,0.056,0.001,0.001,0.001,0.001,-0.09,2.693,1.886,0.048,0.052,0.053,0.057,0.051,0.051,0.055,0.041,2.602,1.747,54.57,8.695,8.752,8.889,8.612,1.856,-0.073,1264565726,608275600,1136159281,545274512,1094836167,1.251620769758958e+17,2.0350555102146336e+17,1.106,2.803,1.811,647.638,3450,1802,3573.0,4437163,3191180,1.666,0.591,107.912,46.657,56.907,95.26,25.768,113.578,90.216,166.002,3225.0,2035.0,-3.237,1.258,3.152,0.97,38.957,1.358,1.309,1.301,1.263,1.293,1.221,1.302,1.316,1.284,0.607,0.776,0.09,0.092,0.151,0.336,0.132,0.597,50530,638331148,659266466,0.22,0.307,0.046,62241,58338,22713,128967048,0.769,0.94,0.364,19.973,19.564,19.722,0.678,1.16,1.341,-0.039,5.989,67213,0.952,55.606,48.555,98.471,1.077,1.733,113.535,124.045,115.28,83.858
2013-04-22,0.0568,72513318955570.0,7451765,7427838,5647477,8447907,6019707,1730429,3779040,748596156457.0,1.592,1.517,1.457,0.488,71285950736681.0,68805013535478.0,66648016392660.0,61639328267843.0,41682636384017.0,66497681858713.0,46608086831014.0,72577553425814.0,69656618715389.0,67601087440168.0,50523989819842.0,9262090593183.0,13770766357760.0,4.7408501520006e+25,0.928,1.439,0.624,58.987,233.954,5798.0,6995.0,7262.0,5183.0,6247.0,6764.0,5565.0,6384.0,6105.0,7210.0,6077.0,4204.0,4417617.0,4274100.0,-0.188,0.407,91302536,1.0994517602594048e+16,2.863,0.105,0.054,0.055,0.001,0.001,0.001,0.001,1.729,2.592,1.898,0.05,0.054,0.054,0.057,0.053,0.051,0.056,0.041,2.506,1.76,54.276,8.788,8.745,8.901,8.626,1.707,-0.059,1225708079,620254784,1135014819,560218089,1078126516,1.1806816513324902e+17,2.0596496879759168e+17,0.969,2.698,1.826,606.18,3524,1840,3591.0,4340840,3224220,1.506,0.624,104.684,47.236,57.534,95.053,26.698,112.243,90.534,178.2,3150.0,2049.0,-3.024,0.934,2.998,0.998,105.117,1.275,1.311,1.309,1.266,1.287,1.221,1.288,1.31,1.282,0.595,0.773,0.089,0.089,0.149,0.221,0.124,0.59,48463,587173278,658514223,0.209,0.306,-0.079,61328,57243,22695,128769777,0.602,0.916,0.369,20.012,19.578,19.743,0.664,1.174,1.3,-0.038,6.068,67638,0.776,56.683,49.918,96.892,0.94,1.749,120.78,130.56,116.686,83.889
2013-04-23,0.0604,72944892922583.0,7564873,7527609,5720594,8555968,6107179,1669036,3850125,696420402236.0,1.556,1.512,1.462,0.5,74013014103944.0,69503618783246.0,67207534188856.0,62062037608891.0,42253491950516.0,67357310000562.0,47186917734126.0,73407024518765.0,70691588562166.0,68440670977491.0,51211072381129.0,9756455715691.0,14342560202904.0,5.1427258293482e+25,1.044,1.428,0.635,59.147,238.211,6100.0,6545.0,7326.0,5234.0,6449.0,6782.0,5597.0,6651.0,6419.0,7197.0,6118.0,4129.0,4262260.0,4231763.0,-0.286,0.416,92896182,1.0496929095163292e+16,2.75,0.103,0.055,0.052,0.001,0.001,0.001,0.001,3.911,2.503,1.909,0.053,0.055,0.054,0.059,0.056,0.052,0.056,0.041,2.417,1.772,56.67,8.819,8.713,8.893,8.622,1.653,-0.047,1167529163,633083834,1149800146,627866723,1154614534,1.11247377287317e+17,2.093677834181678e+17,0.883,2.601,1.84,634.461,3589,1865,3596.0,4168354,3233163,1.319,0.655,96.045,47.712,57.856,93.899,21.047,110.912,90.604,110.74,3075.0,2052.0,-2.875,0.64,2.842,1.024,80.655,1.314,1.334,1.329,1.267,1.297,1.226,1.305,1.319,1.286,0.572,0.773,0.087,0.082,0.15,0.162,0.121,0.584,45932,527439771,658559719,0.2,0.304,-0.14,60525,57519,22875,130812514,0.492,0.896,0.374,20.05,19.592,19.764,0.645,1.138,1.252,-0.037,5.872,68147,0.638,57.836,56.01,103.757,0.853,1.764,134.8,134.465,118.696,84.1
2013-04-24,0.0674,74219362802875.0,7640822,7620944,5792104,8651635,6193238,1710781,3910624,731693143115.0,1.473,1.497,1.465,0.512,73225858227009.0,70441725193025.0,67494166971824.0,62799196553838.0,42842329461695.0,68272250374204.0,47781037405966.0,73510198868231.0,71870524567073.0,69375581459360.0,51913618993269.0,10312006913815.0,14492138242048.0,5.2505517706657e+25,1.138,1.418,0.647,59.629,249.696,6452.0,6200.0,7414.0,5282.0,6704.0,6827.0,5638.0,7097.0,6762.0,7206.0,6167.0,4024.0,4048582.0,4236623.0,-0.329,0.426,95318799,1.035788266361016e+16,2.657,0.099,0.056,0.051,0.001,0.001,0.001,0.001,5.587,2.427,1.92,0.057,0.058,0.056,0.063,0.06,0.054,0.057,0.042,2.341,1.783,60.932,8.782,8.709,8.893,8.626,1.595,-0.036,1133703753,647652576,1193104913,735378592,1311186780,1.0714341096694374e+17,2.150890250869248e+17,0.864,2.518,1.853,723.9,3668,1909,3630.0,4127242,3294200,1.222,0.686,77.376,48.291,58.294,93.036,20.052,109.882,90.699,100.525,3018.0,2057.0,-2.647,0.392,2.692,1.047,61.785,1.264,1.347,1.339,1.271,1.312,1.232,1.331,1.331,1.292,0.575,0.775,0.09,0.083,0.15,0.156,0.122,0.577,47720,569291902,683339648,0.198,0.302,-0.142,59068,57898,23096,133355036,0.423,0.877,0.378,20.079,19.605,19.78,0.611,0.866,1.152,-0.036,4.452,68612,0.555,59.145,65.655,117.862,0.833,1.778,139.74,124.662,124.605,85.24
2013-04-25,0.0699,71363029014717.0,7716771,7708257,5862042,8734910,6277830,1738309,3965714,755429385504.0,1.36,1.473,1.465,0.524,72842428246725.0,70329133468860.0,67885327715151.0,63503455441715.0,43396241944841.0,68684354192939.0,48299322935829.0,72578784262085.0,72100850522496.0,69891429731746.0,52540447554874.0,10452935405119.0,14027463055111.0,4.9192429940623e+25,1.12,1.406,0.658,58.041,231.753,6975.0,6303.0,7517.0,5347.0,7163.0,6937.0,5702.0,7935.0,7283.0,7278.0,6239.0,3976.0,3951992.0,4276867.0,-0.299,0.435,97479225,1.0202051705433432e+16,2.574,0.101,0.058,0.05,0.001,0.001,0.001,0.001,6.129,2.364,1.93,0.06,0.061,0.058,0.067,0.063,0.056,0.058,0.043,2.276,1.794,62.338,8.744,8.686,8.882,8.619,1.576,-0.027,1153738721,662848016,1248287020,762366976,1367589564,1.0374257954165683e+17,2.2142626719208192e+17,0.898,2.447,1.866,759.856,3701,1944,3637.0,4094710,3306727,1.119,0.716,75.672,49.059,59.019,92.978,19.804,109.518,90.97,98.052,2999.0,2069.0,-2.145,0.221,2.553,1.07,34.125,1.299,1.335,1.346,1.273,1.317,1.236,1.337,1.335,1.294,0.572,0.775,0.086,0.082,0.15,0.161,0.124,0.571,47474,563434416,685458239,0.197,0.301,-0.115,58092,58378,23265,135312551,0.38,0.86,0.383,20.105,19.618,19.797,0.592,0.791,1.177,-0.035,4.035,69070,0.478,60.511,68.036,122.916,0.866,1.791,132.945,111.049,127.725,86.425
2013-04-26,0.0665,79161241475573.0,7792720,7789937,5930443,8805791,6360955,1752289,4015615,767629129401.0,1.23,1.44,1.463,0.536,74914544431055.0,73078054060827.0,68990539268645.0,64618876885426.0,44044234458725.0,70081272497290.0,48977606859779.0,75738190876509.0,74308877524174.0,71394884899802.0,53326491500604.0,11647852386545.0,13498648174868.0,4.5553375637217e+25,1.223,1.398,0.669,60.976,279.818,7125.0,6367.0,7566.0,5391.0,7184.0,6957.0,5736.0,7715.0,7351.0,7261.0,6281.0,3925.0,3851778.0,4266292.0,-0.263,0.444,98885514,1.0251820585518584e+16,2.479,0.102,0.058,0.05,0.001,0.001,0.001,0.001,1.216,2.293,1.937,0.062,0.063,0.059,0.068,0.064,0.058,0.058,0.043,2.218,1.804,59.183,8.658,8.677,8.872,8.613,1.339,-0.021,1186163093,677172306,1290839661,604884834,1289186095,1.0028885821690573e+17,2.2596077359187846e+17,0.945,2.383,1.877,701.799,3662,1971,3628.0,4110287,3290835,0.961,0.743,75.149,49.865,59.728,92.872,19.624,108.948,91.167,96.271,2967.0,2078.0,-1.553,0.107,2.426,1.091,45.432,1.206,1.31,1.317,1.27,1.293,1.229,1.285,1.309,1.287,0.564,0.778,0.096,0.079,0.151,0.091,0.117,0.565,47494,563910451,684622428,0.193,0.299,-0.101,57588,58420,23339,136179787,0.336,0.841,0.388,20.13,19.63,19.814,0.58,0.75,1.067,-0.034,3.812,69420,0.395,61.797,53.707,115.778,0.912,1.804,126.316,102.694,128.75,87.875
2013-04-27,0.0632,72946223747758.0,7868669,7866347,5997341,8864278,6442615,1753046,4060520,768292374807.0,1.095,1.399,1.459,0.548,74490164746016.0,74246985621822.0,69707207298615.0,65267722170458.0,44602209930364.0,70463265997353.0,49504389648526.0,74754030534860.0,74275919945907.0,71922309497017.0,53961700056407.0,11293138719176.0,13161867468253.0,4.3308688812965e+25,1.192,1.388,0.68,57.651,220.947,7060.0,6355.0,7532.0,5430.0,6996.0,6923.0,5751.0,7055.0,7178.0,7188.0,6304.0,3946.0,3892969.0,4208232.0,-0.252,0.453,99679332,1.0460509405000544e+16,2.363,0.105,0.059,0.049,0.001,0.001,0.001,0.001,-0.403,2.224,1.944,0.063,0.063,0.06,0.065,0.065,0.06,0.059,0.043,2.162,1.813,56.196,8.722,8.68,8.892,8.638,1.366,-0.012,1208634661,690671853,1319349489,460344433,1214959219,9.709633578404992e+16,2.2889247335629446e+17,0.98,2.32,1.888,656.637,3653,1992,3614.0,4132550,3266100,0.733,0.769,76.223,50.627,60.302,92.353,14.747,108.266,91.211,54.369,2930.0,2080.0,-1.082,0.02,2.304,1.111,43.253,1.186,1.317,1.308,1.268,1.277,1.226,1.25,1.292,1.282,0.572,0.779,0.092,0.082,0.152,-0.005,0.106,0.558,48442,586661859,686953849,0.185,0.297,-0.141,56971,56900,23280,135484836,0.244,0.814,0.391,20.145,19.639,19.826,0.558,0.458,0.794,-0.033,2.323,69739,0.291,63.009,40.564,109.032,0.946,1.815,124.045,105.04,128.355,89.193
2013-04-28,0.062,71142720780228.0,7944618,7937828,6062769,8910373,6522807,1740597,4100593,757419121722.0,0.961,1.351,1.452,0.559,74416728667853.0,73470112814186.0,70386210842675.0,65670122249032.0,45142943540579.0,70553859968403.0,49979957365706.0,73080308551966.0,73499853735508.0,72113711294565.0,54545007987173.0,10376414760999.0,13117497946945.0,4.3017188097023e+25,1.051,1.374,0.69,56.723,216.518,7225.0,6497.0,7576.0,5484.0,7190.0,6978.0,5796.0,7238.0,7356.0,7203.0,6355.0,3927.0,3855075.0,4196867.0,-0.212,0.461,100074880,1.0790667817748912e+16,2.226,0.105,0.06,0.048,0.001,0.001,0.001,0.001,-2.306,2.15,1.947,0.064,0.063,0.06,0.063,0.064,0.061,0.059,0.043,2.106,1.82,55.168,8.717,8.661,8.875,8.626,1.373,-0.006,1234500684,703845028,1341567894,426040635,1185585743,9.350732994480998e+16,2.3113774588238022e+17,0.997,2.259,1.897,625.022,3642,2004,3602.0,4170812,3244487,0.431,0.791,77.941,51.17,60.572,90.923,15.117,108.009,91.145,57.13,2917.0,2077.0,-0.958,-0.081,2.183,1.128,12.25,1.185,1.271,1.287,1.263,1.243,1.215,1.173,1.255,1.271,0.606,0.787,0.114,0.092,0.155,-0.17,0.084,0.55,51724,668831992,703609827,0.17,0.295,-0.224,56998,55343,23199,134547265,0.12,0.781,0.395,20.156,19.648,19.838,0.548,0.323,0.813,-0.032,1.625,70448,0.283,64.19,37.454,106.332,0.963,1.825,130.56,113.464,125.725,88.506
2013-04-29,0.0653,79016812809824.0,8020567,8004697,6126759,8944074,6601533,1714654,4135974,735009370146.0,0.835,1.298,1.442,0.571,74368585779270.0,74399183364794.0,71602098450136.0,66367077934285.0,45772028439110.0,71682253680592.0,50618130012830.0,75380350622952.0,74886528734418.0,73264458223519.0,55289488630454.0,10144839016362.0,13647436064689.0,4.6563127784942e+25,1.049,1.363,0.701,59.657,252.767,7397.0,6597.0,7598.0,5528.0,7208.0,6996.0,5828.0,7294.0,7366.0,7183.0,6394.0,3912.0,3826482.0,4177618.0,-0.173,0.469,100835661,1.093299127672164e+16,2.084,0.105,0.062,0.048,0.001,0.001,0.001,0.001,-1.058,2.079,1.95,0.065,0.063,0.061,0.064,0.065,0.062,0.06,0.044,2.053,1.826,57.565,8.716,8.652,8.862,8.617,1.375,-0.002,1269279362,717728148,1370045335,489003040,1249480838,9.023803374707558e+16,2.34262960693904e+17,1.014,2.201,1.904,629.142,3711,2048,3640.0,4177589,3312878,0.304,0.814,79.513,51.905,61.246,90.682,16.303,106.516,91.359,66.449,2836.0,2087.0,-0.651,-0.136,2.072,1.144,96.178,1.162,1.219,1.273,1.261,1.23,1.211,1.143,1.239,1.266,0.609,0.788,0.096,0.093,0.155,-0.317,0.06,0.543,52005,676130246,705482927,0.153,0.293,-0.29,56672,55001,23180,134332038,0.02,0.747,0.398,20.159,19.655,19.847,0.545,0.1,0.654,-0.031,0.501,70796,0.254,65.435,43.106,112.021,0.979,1.834,134.465,113.005,126.43,88.353
2013-04-30,0.0672,79306324484339.0,8125854,8124033,6208685,9082731,6698136,1763549,4203084,777526055636.0,0.877,1.269,1.434,0.582,76488619358130.0,75307959302188.0,72405789042717.0,67192172899045.0,46401006908701.0,72698796454425.0,51248639781434.0,77849219975487.0,76113314014304.0,74291688361412.0,56026506125953.0,10662886872052.0,13683728937737.0,4.6811109410364e+25,1.092,1.353,0.711,59.761,249.394,7302.0,6701.0,7578.0,5563.0,7005.0,6958.0,5841.0,6913.0,7115.0,7105.0,6413.0,3930.0,3861388.0,4125867.0,-0.163,0.476,101352835,1.1201101221049828e+16,1.935,0.11,0.063,0.048,0.001,0.001,0.001,0.001,1.701,2.018,1.952,0.066,0.064,0.062,0.066,0.065,0.063,0.06,0.044,2.004,1.832,58.981,8.754,8.655,8.88,8.64,1.414,0.004,1316680429,732046276,1399737744,515011534,1288631499,8.728078886088422e+16,2.3777861853913043e+17,1.036,2.147,1.911,633.73,3701,2065,3640.0,4191734,3311970,0.163,0.834,81.002,52.366,61.563,89.338,15.105,105.478,91.415,57.043,2781.0,2089.0,-0.587,-0.2,1.962,1.159,48.173,1.13,1.222,1.277,1.265,1.229,1.211,1.143,1.236,1.265,0.605,0.785,0.096,0.091,0.154,-0.413,0.039,0.535,51520,663589308,697273581,0.14,0.291,-0.358,55042,53352,22969,131889334,-0.102,0.708,0.4,20.168,19.662,19.857,0.533,0.242,0.599,-0.03,1.22,71156,0.187,66.718,45.415,115.49,1.0,1.841,124.662,110.375,127.245,91.241
