Date,bitcoin-marketcap_raw,bitcoin-fee_to_reward_raw,bitcoin-difficulty_raw,top100cap-btc_raw,difficulty-btc--sma3,difficulty-btc--sma7,difficulty-btc--sma14,difficulty-btc--sma30,difficulty-btc--sma90,difficulty-btc--ema3,difficulty-btc--ema7,difficulty-btc--ema14,difficulty-btc--ema30,difficulty-btc--ema90,difficulty-btc--wma7,difficulty-btc--wma14,difficulty-btc--wma30,difficulty-btc--wma90,difficulty-btc--var90,difficulty-btc--rsi90,hashrate-btc--sma14,hashrate-btc--sma30,hashrate-btc--sma90,hashrate-btc--ema14,hashrate-btc--ema30,hashrate-btc--ema90,hashrate-btc--wma14,hashrate-btc--wma30,hashrate-btc--wma90,hashrate-btc--std90,hashrate-btc--trx90,mining_profitability-btc--sma7,mining_profitability-btc--sma14,mining_profitability-btc--sma90,mining_profitability-btc--ema30,mining_profitability-btc--wma30,mining_profitability-btc--std90,sentinusd-btc--sma14,sentinusd-btc--sma90,sentinusd-btc--trx14,sentinusd-btc--trx30,transactionfees-btc--sma14,transactionfees-btc--sma30,transactionfees-btc--sma90,transactionfees-btc--ema30,transactionfees-btc--ema90,transactionfees-btc--wma30,transactionfees-btc--wma90,transactionfees-btc--std14,transactionfees-btc--std90,transactionfees-btc--trx14,transactionfees-btc--trx30,transactionfees-btc--trx90,median_transaction_fee-btc--sma3,median_transaction_fee-btc--sma14,median_transaction_fee-btc--sma30,median_transaction_fee-btc--sma90,median_transaction_fee-btc--ema30,median_transaction_fee-btc--wma14,median_transaction_fee-btc--wma30,median_transaction_fee-btc--std30,median_transaction_fee-btc--std90,median_transaction_fee-btc--var14,median_transaction_fee-btc--var30,median_transaction_fee-btc--var90,median_transaction_fee-btc--trx14,median_transaction_fee-btc--trx90,confirmationtime-btc--trx90,marketcap-btc--sma90,marketcap-btc--ema14,marketcap-btc--ema30,marketcap-btc--ema90,marketcap-btc--wma90,marketcap-btc--std90,marketcap-btc--trx90,transactionvalue-btc--sma30,transactionvalue-btc--sma90,transactionvalue-btc--ema30,transactionvalue-btc--ema90,transactionvalue-btc--wma30,transactionvalue-btc--wma90,transactionvalue-btc--std90,transactionvalue-btc--var90,transactionvalue-btc--trx30,transactionvalue-btc--trx90,mediantransactionvalue-btc--sma30,mediantransactionvalue-btc--sma90,mediantransactionvalue-btc--std90,mediantransactionvalue-btc--trx14,mediantransactionvalue-btc--trx30,mediantransactionvalue-btc--trx90,fee_to_reward-btc--sma3,fee_to_reward-btc--sma14,fee_to_reward-btc--sma30,fee_to_reward-btc--sma90,fee_to_reward-btc--ema3,fee_to_reward-btc--ema7,fee_to_reward-btc--ema90,fee_to_reward-btc--wma30,fee_to_reward-btc--std30,fee_to_reward-btc--std90,fee_to_reward-btc--var30,fee_to_reward-btc--var90,fee_to_reward-btc--trx14,fee_to_reward-btc--trx90,size-btc--sma30,size-btc--sma90,size-btc--wma30,size-btc--wma90,size-btc--std90,size-btc--var30,size-btc--var90,size-btc--trx14,size-btc--trx30,size-btc--trx90,transactions-btc--sma90,transactions-btc--ema90,transactions-btc--wma90,transactions-btc--trx30,transactions-btc--trx90,sentbyaddress-btc--sma7,sentbyaddress-btc--sma30,sentbyaddress-btc--sma90,sentbyaddress-btc--ema30,sentbyaddress-btc--ema90,sentbyaddress-btc--wma30,sentbyaddress-btc--wma90,sentbyaddress-btc--trx30,top100cap-btc--sma30,top100cap-btc--sma90,top100cap-btc--ema14,top100cap-btc--ema30,top100cap-btc--ema90,top100cap-btc--wma14,top100cap-btc--wma30,top100cap-btc--wma90,top100cap-btc--std30,top100cap-btc--std90,top100cap-btc--mom90,top100cap-btc--var90,top100cap-btc--trx30,top100cap-btc--roc90,activeaddresses-btc--sma90,activeaddresses-btc--std30,activeaddresses-btc--std90,activeaddresses-btc--var14,activeaddresses-btc--var30,activeaddresses-btc--var90,activeaddresses-btc--trx30,price-btc--sma30,price-btc--sma90,price-btc--ema90,price-btc--wma30,price-btc--wma90,price-btc--std90,price-btc--trx90,bitcoin-price_raw_90d
2019/04/23,97662454341.0,6.241,6353030562984.0,15.662,6354594081359.0,6376553873269.0,6384788795235.0,6383228736474.0,6129699711068.0,6358615922668.0,6370417397917.0,6374630705840.0,6340053302775.0,6197988524853.0,6368151431477.0,6378705180507.0,6383139392841.0,6236839507487.0,4.1368899398517e+22,59.535,4.5354785122558e+19,4.5587236848705e+19,4.4642942758952e+19,4.5145328926965e+19,4.5394242501911e+19,4.4745561305289e+19,4.5085836774767e+19,4.5441724367246e+19,4.519274128226e+19,6.172714506465906e+18,0.014,0.213,0.213,0.172,0.201,0.208,0.053,4426435915.0,3101244180.0,1.243,0.906,1.14,1.103,0.585,1.049,0.73,1.191,0.779,0.533,0.93,1.328,2.766,-0.101,0.609,0.59,0.587,0.284,0.548,0.577,0.627,0.554,0.544,0.039,0.077,0.074,1.269,0.257,-0.017,72437883198.0,91813082296.0,86717213542.0,78114729357.0,78101581846.0,22165879759.0,-0.199,19713.0,19081.0,21069.0,19066.0,21611.0,19141.0,14744.0,54346398.0,0.281,-0.207,189.914,180.399,173.382,-1.036,0.086,-0.237,4.229,4.29,4.331,2.4,4.891,4.337,2.856,4.522,3.176,3.362,2.522,2.826,0.971,0.502,902383.0,804766.0,903062.0,829242.0,197636.0,838835273.0,9764990785.0,0.412,0.32,0.069,328632.0,328822.0,336461.0,0.326,0.188,401018.0,424314.0,399797.0,413484.0,400851.0,417239.0,410605.0,0.171,15.702,15.739,15.708,15.704,15.86,15.718,15.703,15.713,0.101,0.185,-0.113,0.009,-0.011,-0.716,588834.0,148239.0,157289.0,4806568498.0,5493691057.0,6184934653.0,0.238,4854.0,4119.0,4443.0,5104.0,4435.0,1239.0,-0.211,10458.0
2019/04/24,96904144131.0,6.029,6353030562984.0,15.666,6353030562984.0,6370840565524.0,6381932141363.0,6382354240194.0,6134911290313.0,6355823242826.0,6366070689184.0,6371750686793.0,6340890545370.0,6201396042174.0,6362270603905.0,6374470749540.0,6381191123584.0,6241747877858.0,4.122510146521e+22,59.535,4.5278729728931e+19,4.5552757747017e+19,4.466387991986e+19,4.4976808648829e+19,4.5296641491526e+19,4.4726569339039e+19,4.4889389003885e+19,4.5331672108681e+19,4.5176004668678e+19,6.149413612253529e+18,0.015,0.222,0.216,0.173,0.205,0.213,0.057,4679730490.0,3165743578.0,1.499,0.959,1.161,1.15,0.602,1.096,0.753,1.234,0.805,0.603,0.961,1.356,2.712,-0.073,0.872,0.605,0.617,0.295,0.581,0.639,0.658,0.554,0.566,0.049,0.077,0.08,1.371,0.297,-0.017,72819378138.0,92491890540.0,87374434871.0,78527683528.0,78639301867.0,22649951209.0,-0.193,20043.0,19197.0,21487.0,19252.0,22117.0,19327.0,14844.0,55089096.0,0.333,-0.202,190.9,181.682,173.588,-0.742,0.078,-0.231,5.43,4.313,4.481,2.454,5.46,4.76,2.926,4.631,3.059,3.436,2.339,2.951,0.956,0.525,907170.0,807294.0,904177.0,831768.0,197631.0,294218822.0,9764487163.0,0.381,0.323,0.071,329700.0,330477.0,338120.0,0.324,0.189,409939.0,427085.0,401226.0,419256.0,403095.0,422312.0,412872.0,0.164,15.701,15.737,15.702,15.702,15.856,15.711,15.701,15.711,0.102,0.186,-0.108,0.009,-0.01,-0.682,591112.0,155130.0,161815.0,6036849623.0,6016295276.0,6546051527.0,0.232,4904.0,4140.0,4466.0,5145.0,4465.0,1266.0,-0.205,10082.0
2019/04/25,95925292743.0,5.013,6353030562984.0,15.687,6353030562984.0,6365127257778.0,6379075487490.0,6381479743913.0,6140122869557.0,6354426902905.0,6362810657634.0,6369254670285.0,6341673772312.0,6204728669005.0,6357818103270.0,6370617205756.0,6379299273441.0,6246541708027.0,4.1026982415462e+22,59.535,4.526284051408e+19,4.561172526886e+19,4.4702421475896e+19,4.54258441083e+19,4.5493282336903e+19,4.4806085938068e+19,4.5298168319343e+19,4.5511789324671e+19,4.5256899057139e+19,6.197536689196909e+18,0.015,0.22,0.215,0.174,0.206,0.214,0.057,4790969254.0,3214635371.0,1.762,1.02,1.152,1.181,0.613,1.111,0.766,1.246,0.822,0.587,0.971,1.369,2.658,-0.045,0.941,0.604,0.638,0.303,0.597,0.67,0.672,0.537,0.575,0.049,0.072,0.083,1.489,0.336,-0.017,73189030511.0,92949677501.0,87926103121.0,78910048565.0,79147124166.0,23056702538.0,-0.187,20399.0,19221.0,21645.0,19355.0,22367.0,19431.0,14868.0,55264886.0,0.381,-0.196,193.262,182.238,173.523,-0.506,0.071,-0.226,5.761,4.275,4.577,2.494,5.236,4.823,2.972,4.666,2.936,3.47,2.155,3.01,0.955,0.547,907490.0,809117.0,905302.0,834346.0,198895.0,302203487.0,9889759804.0,0.358,0.325,0.073,330623.0,331652.0,339313.0,0.323,0.19,411769.0,428468.0,401939.0,421394.0,404178.0,423945.0,413997.0,0.16,15.7,15.736,15.7,15.701,15.852,15.707,15.7,15.71,0.102,0.186,-0.09,0.009,-0.01,-0.572,592338.0,152884.0,161428.0,5331267730.0,5843388088.0,6514726283.0,0.226,4954.0,4161.0,4487.0,5179.0,4493.0,1289.0,-0.199,9714.0
2019/04/26,92746300356.0,4.623,6353030562984.0,15.609,6353030562984.0,6359413950033.0,6376218833617.0,6380605247632.0,6145334448802.0,6353728732944.0,6360365633971.0,6367091455978.0,6342406468485.0,6207988051290.0,6354793929572.0,6367144549155.0,6377463842414.0,6251220997992.0,4.077454224926e+22,59.535,4.5125073982926e+19,4.567113709316e+19,4.4772470586443e+19,4.5628613239024e+19,4.5587045578956e+19,4.4853130479841e+19,4.552267126263e+19,4.5597911087243e+19,4.530622193874e+19,6.154753138295804e+18,0.016,0.221,0.216,0.175,0.207,0.215,0.058,4928955813.0,3260982009.0,1.952,1.079,1.145,1.206,0.624,1.121,0.777,1.251,0.836,0.581,0.977,1.353,2.6,-0.017,0.884,0.603,0.654,0.311,0.608,0.69,0.68,0.523,0.581,0.049,0.068,0.084,1.572,0.376,-0.016,73519344709.0,92922560548.0,88237083587.0,79214142011.0,79576954272.0,23314732773.0,-0.181,20631.0,19317.0,21575.0,19382.0,22379.0,19460.0,14790.0,54685769.0,0.418,-0.19,193.981,183.381,172.514,-0.328,0.064,-0.221,5.222,4.244,4.647,2.534,4.93,4.773,3.008,4.669,2.834,3.485,2.008,3.036,0.936,0.569,907763.0,811277.0,905631.0,836620.0,199120.0,302678411.0,9912242313.0,0.337,0.327,0.074,331655.0,332738.0,340421.0,0.323,0.191,416542.0,429120.0,403163.0,424227.0,405522.0,426322.0,415389.0,0.159,15.696,15.735,15.688,15.695,15.847,15.693,15.694,15.707,0.107,0.188,-0.167,0.009,-0.009,-1.06,594136.0,152397.0,161436.0,5151157000.0,5806181072.0,6515416349.0,0.222,4996.0,4179.0,4504.0,5198.0,4517.0,1304.0,-0.193,10028.0
2019/04/27,92784179818.0,3.081,6353030562984.0,15.624,6353030562984.0,6353700642287.0,6373362179745.0,6379730751351.0,6150546028047.0,6353379647964.0,6358531866225.0,6365216670245.0,6343091893936.0,6211175798800.0,6353198082810.0,6364052779738.0,6375684830501.0,6255785747755.0,4.0467780966616e+22,59.535,4.5367531275924e+19,4.57665438324e+19,4.4824562927845e+19,4.5981519912963e+19,4.5760488657318e+19,4.4928345486736e+19,4.5942716504048e+19,4.5765928906624e+19,4.5383209690545e+19,6.192983393545687e+18,0.017,0.22,0.216,0.175,0.206,0.214,0.057,4928308072.0,3275756059.0,1.895,1.107,1.137,1.217,0.631,1.1,0.777,1.225,0.84,0.597,0.973,1.211,2.519,0.009,0.675,0.614,0.659,0.315,0.596,0.668,0.665,0.511,0.579,0.044,0.065,0.084,1.486,0.413,-0.016,73854447985.0,92904109784.0,88530444634.0,79512384600.0,80000357241.0,23544582143.0,-0.175,20483.0,19326.0,20851.0,19183.0,21715.0,19263.0,14766.0,54505892.0,0.432,-0.185,191.812,183.587,172.057,-0.315,0.044,-0.216,4.239,4.194,4.665,2.558,4.005,4.35,3.01,4.568,2.788,3.47,1.944,3.01,0.817,0.59,908064.0,814015.0,906761.0,839126.0,198538.0,310418872.0,9854365334.0,0.32,0.328,0.076,332570.0,333312.0,341019.0,0.321,0.192,418501.0,426154.0,403770.0,420151.0,404545.0,421930.0,414464.0,0.153,15.692,15.733,15.68,15.69,15.842,15.682,15.689,15.705,0.107,0.189,-0.152,0.009,-0.009,-0.967,595466.0,156187.0,157946.0,4937903788.0,6098614184.0,6236753578.0,0.214,5036.0,4198.0,4520.0,5215.0,4541.0,1316.0,-0.187,9782.0
2019/04/28,92943221561.0,2.3,6353030562984.0,15.624,6353030562984.0,6353030562984.0,6370505525872.0,6378856255070.0,6156283532427.0,6353205105474.0,6357156540414.0,6363591855944.0,6343733098391.0,6214293485925.0,6353030562984.0,6361341897503.0,6373962237703.0,6260235957314.0,3.9795667736501e+22,59.535,4.5544422544087e+19,4.5665489775232e+19,4.4854455086863e+19,4.5809391915046e+19,4.56914609974e+19,4.4923119430513e+19,4.5852453657737e+19,4.5696510590249e+19,4.5380264569682e+19,6.164069209125975e+18,0.017,0.223,0.22,0.176,0.208,0.216,0.059,4929511328.0,3276267181.0,1.696,1.113,1.122,1.215,0.635,1.071,0.775,1.189,0.84,0.633,0.97,0.967,2.416,0.034,0.487,0.607,0.656,0.317,0.575,0.622,0.64,0.519,0.577,0.047,0.067,0.083,1.229,0.448,-0.016,74211525470.0,92909324688.0,88815139920.0,79807567830.0,80419890727.0,23716347572.0,-0.169,20391.0,19252.0,20268.0,19021.0,21156.0,19098.0,14848.0,55119356.0,0.429,-0.18,188.243,182.62,173.244,-0.424,0.012,-0.212,3.335,4.099,4.63,2.569,3.153,3.838,2.994,4.415,2.878,3.46,2.071,2.993,0.594,0.608,903405.0,814024.0,897916.0,838179.0,198530.0,915048502.0,9853557562.0,0.265,0.324,0.078,333406.0,334407.0,342130.0,0.32,0.193,421667.0,423051.0,403420.0,415584.0,403332.0,416976.0,413268.0,0.142,15.687,15.731,15.672,15.686,15.837,15.671,15.685,15.702,0.105,0.19,-0.147,0.009,-0.009,-0.929,595222.0,161974.0,158346.0,4843831439.0,6558871260.0,6268367538.0,0.201,5076.0,4218.0,4536.0,5229.0,4564.0,1326.0,-0.181,9734.0
2019/04/29,92594853954.0,3.367,6353030562984.0,15.526,6353030562984.0,6353030562984.0,6367648871999.0,6377981758789.0,6162265406061.0,6353117834229.0,6356125046057.0,6362183683549.0,6344332934816.0,6217342652454.0,6353030562984.0,6359011902451.0,6372296064020.0,6264560067875.0,3.8893263577822e+22,59.535,4.6363000986396e+19,4.5823635750659e+19,4.4975391847204e+19,4.6605951880211e+19,4.6084501684908e+19,4.5073899039816e+19,4.6684342872362e+19,4.6091226840478e+19,4.5532553285439e+19,6.275021357824023e+18,0.018,0.225,0.218,0.177,0.209,0.217,0.059,4947323879.0,3296461962.0,1.497,1.111,1.119,1.23,0.644,1.068,0.78,1.176,0.849,0.634,0.97,0.749,2.312,0.059,0.414,0.609,0.662,0.322,0.573,0.613,0.633,0.509,0.577,0.047,0.065,0.083,0.989,0.481,-0.016,74572761276.0,92867395256.0,89058992438.0,80088607086.0,80823919924.0,23834681413.0,-0.163,20607.0,19253.0,20025.0,18966.0,20905.0,19038.0,14848.0,55117496.0,0.418,-0.176,191.214,184.094,173.119,-0.414,-0.009,-0.207,2.916,4.041,4.64,2.593,3.26,3.72,3.002,4.334,2.857,3.453,2.041,2.98,0.376,0.625,900950.0,814887.0,894849.0,839099.0,198575.0,961595939.0,9857993957.0,0.21,0.318,0.079,333817.0,335037.0,342782.0,0.318,0.193,429339.0,424282.0,404106.0,417357.0,404205.0,418267.0,414139.0,0.134,15.678,15.729,15.653,15.676,15.83,15.649,15.675,15.698,0.113,0.195,-0.234,0.009,-0.009,-1.483,596680.0,162108.0,158489.0,4842800462.0,6569713864.0,6279667461.0,0.19,5113.0,4238.0,4552.0,5240.0,4586.0,1332.0,-0.175,9499.0
2019/04/30,93043246778.0,4.659,6353030562984.0,15.518,6353030562984.0,6353030562984.0,6364792218127.0,6377107262508.0,6168247279695.0,6353074198607.0,6355351425289.0,6360963267474.0,6344894072117.0,6220324804334.0,6353030562984.0,6357062794582.0,6370686309452.0,6268752708687.0,3.7919293794781e+22,59.535,4.6449282598188e+19,4.6045831865452e+19,4.503280765184e+19,4.6869773418062e+19,4.6245799215823e+19,4.5151057597492e+19,4.6980557862722e+19,4.6269354431667e+19,4.5611876836359e+19,6.311398479078926e+18,0.019,0.222,0.218,0.178,0.208,0.216,0.059,5010695986.0,3316218542.0,1.317,1.105,1.134,1.257,0.656,1.083,0.792,1.181,0.863,0.64,0.976,0.617,2.219,0.083,0.489,0.618,0.674,0.328,0.578,0.619,0.632,0.491,0.579,0.047,0.06,0.084,0.818,0.513,-0.016,74932603550.0,92890842126.0,89316041105.0,80373324442.0,81229864660.0,23961023722.0,-0.157,21227.0,19300.0,20567.0,19174.0,21410.0,19239.0,14938.0,55784853.0,0.419,-0.171,197.112,186.376,174.893,-0.232,-0.009,-0.202,3.442,4.084,4.712,2.631,3.959,3.955,3.039,4.335,2.745,3.468,1.883,3.006,0.243,0.641,899919.0,815663.0,894749.0,840956.0,199343.0,931851695.0,9934366663.0,0.169,0.312,0.081,334089.0,335285.0,343057.0,0.314,0.194,435892.0,428083.0,405299.0,421213.0,405808.0,421676.0,415744.0,0.131,15.671,15.726,15.635,15.666,15.823,15.627,15.664,15.693,0.125,0.199,-0.235,0.01,-0.009,-1.49,598799.0,161402.0,159882.0,5471457543.0,6512663042.0,6390564611.0,0.185,5152.0,4258.0,4568.0,5249.0,4609.0,1339.0,-0.169,9556.0
2019/05/01,94635456783.0,2.98,6353030562984.0,15.538,6353030562984.0,6353030562984.0,6361935564254.0,6376232766227.0,6174229153330.0,6353052380795.0,6354771209712.0,6359905573542.0,6345419007012.0,6223241414414.0,6353030562984.0,6355494573897.0,6369132973999.0,6272813879748.0,3.687375838738e+22,59.535,4.6873475525858e+19,4.6224195306083e+19,4.5147250681536e+19,4.7374381202451e+19,4.653022067293e+19,4.5272008678888e+19,4.7541231089761e+19,4.6566677008153e+19,4.5735426817659e+19,6.34138166632934e+18,0.02,0.216,0.219,0.178,0.21,0.217,0.06,4888955310.0,3330681207.0,1.117,1.09,1.109,1.26,0.662,1.065,0.792,1.151,0.866,0.663,0.973,0.436,2.116,0.107,0.548,0.607,0.675,0.332,0.57,0.596,0.618,0.489,0.577,0.049,0.06,0.083,0.612,0.543,-0.016,75311097640.0,93123457414.0,89659229214.0,80686777900.0,81662894402.0,24117299504.0,-0.151,21046.0,19221.0,20153.0,19063.0,20953.0,19126.0,14971.0,56029928.0,0.409,-0.167,193.756,186.382,174.883,-0.203,-0.021,-0.198,3.669,3.991,4.694,2.647,3.47,3.711,3.037,4.223,2.782,3.46,1.935,2.992,0.077,0.656,898563.0,816720.0,893386.0,842344.0,199661.0,932168638.0,9966167396.0,0.134,0.306,0.082,335040.0,337573.0,345371.0,0.316,0.195,426296.0,428554.0,405833.0,422152.0,406466.0,422172.0,416414.0,0.128,15.665,15.724,15.622,15.657,15.817,15.611,15.656,15.689,0.132,0.203,-0.214,0.01,-0.01,-1.36,600102.0,161797.0,160901.0,5721213237.0,6544531087.0,6472303364.0,0.182,5193.0,4279.0,4585.0,5262.0,4633.0,1348.0,-0.163,9547.0
2019/05/02,96029147100.0,2.738,6353030562984.0,15.55,6353030562984.0,6353030562984.0,6359078910381.0,6375358269946.0,6180211026964.0,6353041471890.0,6354336048030.0,6358988905468.0,6345910075139.0,6226093923174.0,6353030562984.0,6354307240394.0,6367636057661.0,6276743581059.0,3.5756657355638e+22,59.535,4.7587015221142e+19,4.6547979863113e+19,4.5261843362383e+19,4.8373421763635e+19,4.7068089365731e+19,4.5482891683996e+19,4.8607059074491e+19,4.7124289273008e+19,4.5949051756775e+19,6.65912372865035e+18,0.021,0.22,0.22,0.179,0.211,0.218,0.061,4749103156.0,3338596168.0,0.913,1.067,1.094,1.242,0.667,1.046,0.791,1.12,0.869,0.683,0.971,0.227,2.006,0.129,0.5,0.596,0.663,0.336,0.559,0.568,0.6,0.498,0.575,0.052,0.062,0.083,0.371,0.571,-0.016,75705847775.0,93510882705.0,90070191658.0,81023972827.0,82118236148.0,24297129180.0,-0.145,20118.0,19035.0,19615.0,18904.0,20357.0,18963.0,14918.0,55635815.0,0.386,-0.163,187.166,186.258,175.079,-0.275,-0.043,-0.194,3.459,3.919,4.602,2.659,3.104,3.468,3.031,4.097,2.851,3.453,2.032,2.981,-0.117,0.669,896355.0,817466.0,890334.0,843103.0,199670.0,989912960.0,9967023349.0,0.095,0.298,0.083,336299.0,340098.0,347952.0,0.322,0.196,427343.0,426106.0,406463.0,424576.0,407637.0,424183.0,417598.0,0.127,15.663,15.72,15.612,15.65,15.811,15.597,15.648,15.685,0.137,0.205,-0.304,0.01,-0.011,-1.919,600709.0,153590.0,161160.0,5727628159.0,5897496385.0,6493102574.0,0.179,5219.0,4301.0,4604.0,5278.0,4658.0,1358.0,-0.157,9850.0
2019/05/03,100845555560.0,4.104,6353030562984.0,15.554,6353030562984.0,6353030562984.0,6356222256508.0,6374483773665.0,6186192900598.0,6353036017437.0,6354009676769.0,6358194459803.0,6346369461452.0,6228883739433.0,6353030562984.0,6353500794074.0,6366195560437.0,6280541812620.0,3.4567990699532e+22,59.535,4.7892553383616e+19,4.6749462759997e+19,4.5346607198777e+19,4.9029649726271e+19,4.7469834018484e+19,4.5654589262005e+19,4.9368141242792e+19,4.7559589377543e+19,4.6125607539655e+19,6.868484614230482e+18,0.022,0.218,0.22,0.18,0.211,0.218,0.061,4751299130.0,3371417176.0,0.767,1.046,1.099,1.216,0.678,1.057,0.801,1.118,0.881,0.685,0.972,0.103,1.908,0.151,0.496,0.6,0.65,0.342,0.564,0.574,0.599,0.478,0.576,0.052,0.057,0.083,0.219,0.599,-0.017,76153219903.0,94488839086.0,90765376426.0,81459612008.0,82670757198.0,24646973447.0,-0.139,20139.0,19062.0,19566.0,18903.0,20276.0,18959.0,14908.0,55558913.0,0.363,-0.159,181.698,188.043,174.274,-0.241,-0.054,-0.19,3.274,3.929,4.491,2.693,3.604,3.627,3.054,4.065,2.656,3.449,1.764,2.974,-0.243,0.682,895995.0,819097.0,890838.0,845009.0,200078.0,980274632.0,10007806534.0,0.071,0.29,0.085,336977.0,341038.0,348976.0,0.328,0.197,430309.0,425874.0,408107.0,428544.0,409360.0,428052.0,419348.0,0.13,15.661,15.717,15.604,15.644,15.805,15.586,15.641,15.681,0.142,0.206,-0.3,0.011,-0.011,-1.894,602881.0,150881.0,160916.0,5609271524.0,5691299296.0,6473517772.0,0.178,5241.0,4326.0,4628.0,5309.0,4689.0,1378.0,-0.151,10083.0
2019/05/04,101675419034.0,3.546,6554050172255.0,15.561,6420037099408.0,6381747650023.0,6367724146155.0,6380309931027.0,6194408325447.0,6453543094846.0,6404019800640.0,6384308554797.0,6359768216988.0,6236030254440.0,6403285465302.0,6379877849507.0,6377780489379.0,6288626587821.0,3.4470316544927e+22,65.375,4.8089957279528e+19,4.6861851901644e+19,4.5436853139248e+19,4.8908087439908e+19,4.7511646828811e+19,4.5708728675556e+19,4.9398191802117e+19,4.7647877752933e+19,4.618651578976e+19,6.797966738747178e+18,0.023,0.22,0.22,0.181,0.211,0.217,0.06,4762640818.0,3394673447.0,0.603,1.018,1.1,1.177,0.687,1.052,0.805,1.103,0.887,0.684,0.968,-0.011,1.811,0.172,0.525,0.6,0.628,0.348,0.562,0.566,0.591,0.434,0.574,0.052,0.047,0.082,0.087,0.624,-0.017,76610723958.0,95447049745.0,91469250142.0,81903915459.0,83231684652.0,24993930291.0,-0.132,20018.0,19132.0,19227.0,18802.0,19900.0,18855.0,14756.0,54434663.0,0.334,-0.155,176.28,188.65,173.177,-0.276,-0.07,-0.186,3.462,3.938,4.339,2.723,3.575,3.606,3.065,4.004,2.309,3.431,1.333,2.943,-0.351,0.693,896340.0,821147.0,891652.0,846976.0,199925.0,985290608.0,9992489917.0,0.058,0.284,0.086,337596.0,341362.0,349389.0,0.33,0.198,434364.0,423283.0,408962.0,426021.0,408923.0,425701.0,418937.0,0.13,15.658,15.714,15.599,15.639,15.8,15.577,15.635,15.678,0.146,0.207,-0.266,0.011,-0.012,-1.68,603896.0,153172.0,158108.0,5287999407.0,5865414266.0,6249537420.0,0.172,5267.0,4351.0,4652.0,5342.0,4721.0,1397.0,-0.145,10482.0
2019/05/05,102165158159.0,3.754,6702169884349.0,15.568,6536416873196.0,6431624695932.0,6392327629458.0,6391073412125.0,6204269524874.0,6577856489597.0,6478557321568.0,6426690065404.0,6381858647140.0,6246275081471.0,6483391023883.0,6424470614600.0,6398545647657.0,6299786182522.0,3.5635456405431e+22,68.736,4.7671722742464e+19,4.6657874165551e+19,4.5438494144376e+19,4.8031003819809e+19,4.7177344471414e+19,4.5634470029701e+19,4.8630192203402e+19,4.7355497648902e+19,4.6118232430417e+19,6.794893976326363e+18,0.024,0.218,0.22,0.181,0.212,0.218,0.061,4833685297.0,3410784165.0,0.418,0.981,1.13,1.164,0.697,1.055,0.811,1.098,0.896,0.644,0.966,-0.087,1.72,0.193,0.581,0.621,0.62,0.353,0.562,0.561,0.587,0.43,0.572,0.044,0.046,0.082,-0.014,0.649,-0.017,77075868100.0,96342797534.0,92159308724.0,82349217497.0,83793320568.0,25318645537.0,-0.126,19998.0,19041.0,18844.0,18681.0,19466.0,18727.0,14797.0,54738926.0,0.299,-0.152,174.428,189.246,172.103,-0.352,-0.091,-0.183,3.801,4.032,4.281,2.755,3.664,3.643,3.08,3.966,2.277,3.417,1.297,2.918,-0.429,0.704,897113.0,822776.0,893892.0,849391.0,201088.0,1020436551.0,10109109858.0,0.059,0.278,0.087,337546.0,341126.0,349235.0,0.327,0.199,434400.0,418777.0,408785.0,421091.0,407619.0,420948.0,417633.0,0.124,15.655,15.711,15.595,15.634,15.795,15.572,15.629,15.675,0.15,0.208,-0.246,0.011,-0.012,-1.557,603888.0,146542.0,158125.0,6093719116.0,5368605577.0,6250856696.0,0.162,5294.0,4377.0,4677.0,5375.0,4752.0,1415.0,-0.138,10790.0
