Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-transactionfees_raw,bitcoin-median_transaction_fee_raw,bitcoin-fee_to_reward_raw,bitcoin-mining_profitability_raw,top100cap-btc_raw,difficulty-btc-sma-7,difficulty-btc-sma-30,difficulty-btc-sma-90,difficulty-btc-ema-7,difficulty-btc-ema-14,difficulty-btc-ema-30,difficulty-btc-ema-90,difficulty-btc-wma-7,difficulty-btc-wma-14,difficulty-btc-wma-30,difficulty-btc-wma-90,difficulty-btc-std-90,difficulty-btc-mom-30,difficulty-btc-mom-90,difficulty-btc-var-90,difficulty-btc-trx-30,difficulty-btc-rsi-90,difficulty-btc-roc-90,hashrate-btc-sma-3,hashrate-btc-sma-30,hashrate-btc-sma-90,hashrate-btc-ema-14,hashrate-btc-ema-30,hashrate-btc-wma-3,hashrate-btc-wma-7,hashrate-btc-wma-14,hashrate-btc-wma-30,hashrate-btc-wma-90,hashrate-btc-std-90,hashrate-btc-var-90,hashrate-btc-trx-90,mining_profitability-btc-sma-3,mining_profitability-btc-sma-7,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-3,mining_profitability-btc-ema-7,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-3,mining_profitability-btc-wma-7,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-14,mining_profitability-btc-std-30,mining_profitability-btc-mom-90,mining_profitability-btc-var-7,mining_profitability-btc-var-14,mining_profitability-btc-var-30,mining_profitability-btc-trx-14,mining_profitability-btc-trx-30,mining_profitability-btc-trx-90,mining_profitability-btc-rsi-90,mining_profitability-btc-roc-90,sentinusd-btc-ema-30,sentinusd-btc-std-30,sentinusd-btc-std-90,sentinusd-btc-trx-90,transactionfees-btc-sma-3,transactionfees-btc-sma-90,transactionfees-btc-ema-3,transactionfees-btc-wma-3,transactionfees-btc-std-90,transactionfees-btc-trx-30,transactionfees-btc-trx-90,transactionfees-btc-rsi-90,transactionfees-btc-roc-90,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-sma-7,median_transaction_fee-btc-sma-14,median_transaction_fee-btc-ema-3,median_transaction_fee-btc-ema-7,median_transaction_fee-btc-ema-14,median_transaction_fee-btc-wma-3,median_transaction_fee-btc-wma-7,median_transaction_fee-btc-std-30,median_transaction_fee-btc-std-90,median_transaction_fee-btc-mom-30,median_transaction_fee-btc-mom-90,median_transaction_fee-btc-trx-14,median_transaction_fee-btc-trx-30,median_transaction_fee-btc-trx-90,median_transaction_fee-btc-rsi-30,median_transaction_fee-btc-rsi-90,median_transaction_fee-btc-roc-30,median_transaction_fee-btc-roc-90,confirmationtime-btc-sma-90,confirmationtime-btc-ema-90,confirmationtime-btc-wma-90,confirmationtime-btc-trx-90,marketcap-btc-sma-3,marketcap-btc-sma-7,marketcap-btc-sma-90,marketcap-btc-ema-3,marketcap-btc-ema-7,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-14,marketcap-btc-wma-30,marketcap-btc-std-30,marketcap-btc-std-90,marketcap-btc-mom-90,marketcap-btc-var-14,marketcap-btc-var-30,marketcap-btc-var-90,marketcap-btc-trx-30,marketcap-btc-trx-90,marketcap-btc-rsi-14,marketcap-btc-rsi-30,marketcap-btc-rsi-90,marketcap-btc-roc-30,marketcap-btc-roc-90,transactionvalue-btc-sma-30,transactionvalue-btc-ema-30,transactionvalue-btc-std-90,transactionvalue-btc-trx-90,mediantransactionvalue-btc-sma-90,mediantransactionvalue-btc-ema-90,mediantransactionvalue-btc-std-14,mediantransactionvalue-btc-std-90,mediantransactionvalue-btc-mom-90,mediantransactionvalue-btc-trx-30,mediantransactionvalue-btc-trx-90,fee_to_reward-btc-sma-3,fee_to_reward-btc-sma-7,fee_to_reward-btc-sma-14,fee_to_reward-btc-sma-30,fee_to_reward-btc-sma-90,fee_to_reward-btc-ema-3,fee_to_reward-btc-ema-7,fee_to_reward-btc-ema-14,fee_to_reward-btc-ema-30,fee_to_reward-btc-ema-90,fee_to_reward-btc-wma-3,fee_to_reward-btc-wma-7,fee_to_reward-btc-wma-14,fee_to_reward-btc-wma-30,fee_to_reward-btc-wma-90,fee_to_reward-btc-std-14,fee_to_reward-btc-std-30,fee_to_reward-btc-var-14,fee_to_reward-btc-var-30,fee_to_reward-btc-trx-90,size-btc-sma-7,size-btc-sma-14,size-btc-sma-30,size-btc-sma-90,size-btc-ema-7,size-btc-ema-14,size-btc-ema-30,size-btc-ema-90,size-btc-wma-14,size-btc-wma-90,size-btc-std-90,size-btc-var-90,size-btc-trx-90,transactions-btc-sma-90,transactions-btc-ema-30,transactions-btc-ema-90,transactions-btc-wma-30,transactions-btc-wma-90,transactions-btc-var-90,transactions-btc-trx-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-std-90,sentbyaddress-btc-var-90,sentbyaddress-btc-trx-30,sentbyaddress-btc-trx-90,top100cap-btc-sma-3,top100cap-btc-sma-7,top100cap-btc-sma-14,top100cap-btc-sma-30,top100cap-btc-sma-90,top100cap-btc-ema-3,top100cap-btc-ema-7,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-3,top100cap-btc-wma-7,top100cap-btc-wma-14,top100cap-btc-wma-30,top100cap-btc-wma-90,top100cap-btc-std-90,top100cap-btc-mom-90,top100cap-btc-var-90,top100cap-btc-trx-14,top100cap-btc-trx-30,top100cap-btc-rsi-30,top100cap-btc-rsi-90,top100cap-btc-roc-90,activeaddresses-btc-std-90,activeaddresses-btc-var-90,activeaddresses-btc-trx-90,price-btc-sma-3,price-btc-sma-7,price-btc-sma-14,price-btc-ema-3,price-btc-ema-7,price-btc-ema-14,price-btc-wma-3,price-btc-wma-7,price-btc-wma-14,price-btc-wma-30,price-btc-std-14,price-btc-std-30,price-btc-std-90,price-btc-mom-30,price-btc-mom-90,price-btc-var-14,price-btc-var-30,price-btc-var-90,price-btc-trx-30,price-btc-trx-90,price-btc-rsi-30,price-btc-rsi-90,price-btc-roc-30,price-btc-roc-90,bitcoin-price_raw_1d,bitcoin-price_raw_90d,1d_binary_price_change,7d_binary_price_change,30d_binary_price_change,90d_binary_price_change
2016-06-15,10680537717,682.671,0.22,0.122,2.148,1.949,19.289,196061423940,197125870916,181978027410,196389581738,196804413494,195172225210,180917667455,196061423940,196735631499,197465268011,189022521730,25896507126,1806603656,37634220172,1.6765727032975e+20,0.268,90.323,23.755,1.4438436245908042e+18,1.4411495964759867e+18,1.3443877814248704e+18,1.4532807225205555e+18,1.4362695701269673e+18,1.4222017358356155e+18,1.4534807221117248e+18,1.4666599981189422e+18,1.4490505790988447e+18,1.394319477645808e+18,2.502340157321196e+17,1.5654265657356e+34,0.414,1.798,1.647,1.542,1.373,1.3,1.794,1.682,1.574,1.45,1.386,1.809,1.709,1.477,1.334,0.383,0.448,0.64,0.031,0.037,0.05,1.079,0.197,-0.309,51.228,48.889,1073327717,603124874,517788805,-0.166,0.195,0.11,0.198,0.203,0.121,0.62,0.324,54.732,136.098,0.1,0.078,0.07,0.104,0.086,0.075,0.108,0.088,0.031,0.025,0.076,0.08,1.477,0.751,0.212,87.996,77.179,167.357,191.654,9.789,9.769,9.812,0.027,10716671652,9873852808,7223129375,10552104087,10067657004,10706521614,10243694402,9725707553,8931566870,2417645884,2109449166,4276530333,615541032054784000,1.4612529056476774e+18,1.1124439458341764e+18,0.518,0.201,91.915,87.653,73.971,50.829,66.779,5756,5842,3215.0,-0.139,128.471,138.475,38.745,38.434,17.108,0.204,-0.009,1.921,1.582,1.493,1.515,1.356,1.951,1.713,1.585,1.508,1.38,2.018,1.733,1.563,1.525,1.434,0.596,0.538,0.089,0.072,0.31,836688,805622,817599,761065,864573,833492,811899,772250,827809,784781,187189,8759976009,0.141,213936,224828,216641,224503,220055,515738624,0.138,303581,43895,481700788,0.052,0.037,19.304,19.354,19.436,19.148,19.157,19.314,19.351,19.353,19.236,19.191,19.306,19.336,19.382,19.341,19.084,0.85,-0.254,0.181,0.127,0.016,52.71,49.554,-1.3,71853,1290708516,0.092,685.136,631.534,599.072,674.609,643.914,606.376,684.433,655.038,622.245,572.07,99.383,152.918,130.76,226.862,264.436,2469.0,5846.0,4275.0,0.491,0.173,86.934,72.589,49.771,63.227,734.99,609.126,1,0,0,0
2016-06-16,11501872798,734.99,0.226,0.117,2.163,1.857,19.183,196061423940,197186091038,182352289008,196307542288,196705348220,195229592870,181250497268,196061423940,196546440603,197396594012,189332046928,25725667387,1806603656,33683543829,1.6545249062679e+20,0.261,90.323,20.744,1.4493516921072425e+18,1.4435796340611356e+18,1.3483345900728474e+18,1.4604033964294272e+18,1.4408135189469755e+18,1.453630311958759e+18,1.4625826674042117e+18,1.4722250504678487e+18,1.4532796875092388e+18,1.3978867962262963e+18,2.491422739035612e+17,1.5517968161459e+34,0.412,1.789,1.689,1.584,1.398,1.307,1.826,1.726,1.612,1.476,1.396,1.838,1.762,1.509,1.346,0.385,0.471,0.622,0.035,0.037,0.056,1.183,0.239,-0.305,50.888,50.375,1108238226,637901293,485280563,-0.168,0.213,0.112,0.212,0.218,0.124,0.678,0.329,54.954,162.525,0.114,0.086,0.074,0.111,0.094,0.081,0.117,0.098,0.036,0.029,0.068,0.076,1.85,0.829,0.22,83.564,74.738,138.524,184.386,9.779,9.766,9.809,0.027,10970149937,10235297468,7280633639,11026988442,10426210953,11099122188,10650699399,10011459695,9138767828,2631676178,2283525830,5175383770,818140191916933120,1.7314298769505157e+18,1.303622554036224e+18,0.554,0.204,94.068,89.935,76.366,63.233,81.805,5841,5960,3068.0,-0.141,129.39,140.044,44.191,42.047,82.695,0.243,-0.007,2.121,1.709,1.528,1.533,1.366,2.057,1.825,1.662,1.55,1.398,2.139,1.878,1.652,1.566,1.451,0.685,0.585,0.117,0.086,0.31,870557,814970,820592,763488,887835,850042,821301,776324,848075,789101,191606,9178213382,0.141,214623,227595,217764,227498,221237,546689111,0.138,307109,46169,532904226,0.07,0.037,19.274,19.332,19.408,19.172,19.155,19.249,19.309,19.33,19.233,19.19,19.246,19.293,19.348,19.343,19.084,0.848,-0.242,0.18,0.115,0.018,50.397,48.826,-1.248,73906,1365533805,0.092,701.171,654.493,613.386,704.799,666.683,623.524,709.36,680.902,640.367,585.195,114.664,166.544,141.883,281.531,321.913,3287.0,6934.0,5033.0,0.528,0.176,89.34,75.047,62.085,77.931,744.823,610.447,1,0,0,0
2016-06-17,11658519372,744.823,0.232,0.119,2.075,1.944,19.12,196061423940,197246311160,182691895550,196246012701,196619491649,195283259390,181576012140,196061423940,196388208216,197324034845,189633346597,25633466213,1806603656,30564588821,1.6426864752048e+20,0.255,90.323,18.468,1.4414884747592302e+18,1.446610369643449e+18,1.3521023738765914e+18,1.4600081976632827e+18,1.441886156800935e+18,1.4576741687468083e+18,1.4604167544202235e+18,1.4708722933947456e+18,1.4541738663235743e+18,1.400284704261692e+18,2.45342871506344e+17,1.5048281149745e+34,0.409,1.917,1.761,1.621,1.419,1.315,1.885,1.78,1.656,1.506,1.408,1.916,1.826,1.544,1.36,0.416,0.508,0.692,0.03,0.043,0.065,1.293,0.284,-0.301,51.198,55.331,1140306053,665085012,506309782,-0.169,0.226,0.114,0.222,0.228,0.126,0.746,0.335,55.162,193.528,0.119,0.094,0.078,0.115,0.1,0.086,0.119,0.106,0.041,0.032,0.07,0.078,2.232,0.92,0.229,83.846,75.007,141.578,191.966,9.769,9.764,9.807,0.027,11280309963,10621533803,7340806750,11342753907,10734288058,11443306905,11006504875,10287966821,9346493146,2821111234,2450299135,5415580000,1010246794239246336,1.989667149204226e+18,1.5009914630118031e+18,0.594,0.209,94.375,90.289,76.779,65.239,86.747,5967,6100,3120.0,-0.143,130.387,141.208,44.646,43.745,89.775,0.284,-0.006,2.129,1.799,1.568,1.552,1.378,2.066,1.888,1.717,1.584,1.412,2.117,1.969,1.725,1.601,1.467,0.741,0.616,0.137,0.095,0.311,886000,821984,822492,766718,898544,860793,828357,779716,863502,792776,192966,9308925609,0.142,215470,229273,218552,229518,222093,547410719,0.138,309949,47528,564724480,0.09,0.037,19.197,19.284,19.371,19.194,19.151,19.184,19.262,19.302,19.226,19.189,19.169,19.24,19.31,19.34,19.083,0.847,-0.304,0.179,0.1,0.02,49.059,48.394,-1.564,75308,1417834595,0.093,720.828,679.032,627.16,724.811,686.218,639.697,731.186,703.485,657.892,598.349,127.465,178.59,152.521,290.873,337.291,4062.0,7974.0,5816.0,0.567,0.18,89.708,75.465,64.076,82.765,748.164,609.706,1,0,0,0
2016-06-18,11713617009,748.164,0.225,0.12,1.757,2.119,19.091,196061423940,197306531282,183031502093,196199865511,196545082621,195333463555,181894372839,196061423940,196260934340,197247590508,189927182386,25522863414,1806603656,30564588821,1.628541392068e+20,0.248,90.323,18.468,1.4612710409254392e+18,1.4515253029561062e+18,1.3548265777124588e+18,1.4546301633422963e+18,1.4404530460560927e+18,1.4467664014951345e+18,1.4487662566698655e+18,1.4638673773572677e+18,1.452435967653409e+18,1.4017697716546437e+18,2.4282583113752848e+17,1.4741096066908e+34,0.406,1.973,1.844,1.68,1.454,1.324,2.002,1.865,1.718,1.546,1.424,2.017,1.915,1.589,1.378,0.444,0.551,0.832,0.035,0.049,0.076,1.427,0.335,-0.297,51.818,64.66,1154489584,670902204,511874075,-0.169,0.227,0.115,0.223,0.227,0.128,0.818,0.342,54.845,188.681,0.119,0.103,0.082,0.117,0.105,0.09,0.119,0.112,0.045,0.035,0.068,0.078,2.584,1.018,0.239,83.944,75.098,130.126,191.281,9.76,9.75,9.792,0.027,11624669726,11000828451,7401110200,11528185458,10979120295,11659960428,11279525677,10542797656,9547874247,2969069680,2605732525,5427310533,1174548476274982912,2.2038436908775176e+18,1.6974604983623025e+18,0.635,0.213,94.484,90.412,76.922,67.625,86.335,6041,6187,3135.0,-0.144,131.015,141.6,40.004,43.75,56.524,0.319,-0.004,1.998,1.882,1.584,1.55,1.387,1.911,1.855,1.722,1.595,1.42,1.931,1.959,1.75,1.615,1.475,0.747,0.614,0.139,0.094,0.312,910515,823925,819567,769018,890819,861707,830892,781649,869590,794994,192787,9291742825,0.142,216106,229653,218917,230309,222526,535711647,0.138,310657,47697,568744755,0.108,0.037,19.131,19.237,19.335,19.217,19.148,19.138,19.219,19.274,19.217,19.187,19.116,19.192,19.272,19.333,19.082,0.845,-0.33,0.178,0.085,0.022,48.439,48.192,-1.697,75865,1438867576,0.093,742.659,703.12,639.804,736.488,701.705,654.16,744.855,720.768,674.026,611.093,137.46,187.98,162.416,298.671,337.893,4724.0,8834.0,6595.0,0.608,0.185,89.832,75.606,66.446,82.359,753.295,608.348,1,0,0,0
2016-06-19,11796923421,753.295,0.218,0.136,1.408,1.94,19.04,196061423940,197366751404,183371108635,196165255118,196480594797,195380428741,182205736600,196061423940,196164618974,197167261002,190213554295,25393618544,1806603656,30564588821,1.6120896568577e+20,0.241,90.323,18.468,1.539900674598745e+18,1.4629047618828334e+18,1.3616310169594176e+18,1.4930247652775913e+18,1.4599457319787323e+18,1.587425719960919e+18,1.520120569189741e+18,1.4992173815453834e+18,1.471214314421209e+18,1.4102920375918863e+18,2.514341359150292e+17,1.5804781175834e+34,0.404,2.001,1.893,1.695,1.479,1.332,1.971,1.884,1.747,1.571,1.435,2.0,1.939,1.62,1.391,0.463,0.568,0.665,0.024,0.054,0.081,1.531,0.385,-0.292,51.147,52.196,1156730858,656497221,512798327,-0.17,0.225,0.117,0.221,0.223,0.129,0.891,0.35,54.559,157.299,0.125,0.113,0.087,0.127,0.113,0.096,0.128,0.121,0.05,0.039,0.085,0.095,2.948,1.13,0.25,86.64,77.755,166.653,232.386,9.736,9.714,9.756,0.027,11723019934,11260135365,7462411057,11662554440,11183571077,11746087276,11478549419,10782057669,9744467330,3077655282,2752769793,5517077099,1285238717772578816,2.367990508503433e+18,1.894435383224148e+18,0.677,0.218,94.652,90.598,77.137,71.829,87.854,6122,6235,3138.0,-0.145,131.363,141.804,35.761,43.878,31.293,0.348,-0.002,1.747,1.881,1.611,1.552,1.39,1.66,1.743,1.68,1.583,1.42,1.635,1.84,1.727,1.606,1.476,0.69,0.613,0.119,0.094,0.313,895238,831916,817615,768672,848871,843216,823932,780360,856137,793983,193005,9312686043,0.143,216319,228909,218899,229965,222570,532409173,0.137,310104,47681,568378224,0.122,0.037,19.084,19.192,19.299,19.238,19.144,19.089,19.174,19.243,19.205,19.184,19.07,19.143,19.233,19.322,19.08,0.844,-0.306,0.178,0.07,0.023,47.38,47.849,-1.582,75606,1429053650,0.094,748.761,719.526,652.619,744.892,714.602,667.378,750.173,733.312,689.158,623.526,143.793,194.848,171.762,311.767,343.544,5169.0,9491.0,7376.0,0.65,0.19,90.022,75.821,70.611,83.842,747.682,607.443,0,0,0,0
2016-06-20,11712326841,747.682,0.23,0.135,1.839,1.862,19.077,196061423940,197426971525,183710715178,196139297323,196424705349,195424363915,182510257200,196061423940,196099262119,197083046327,190492462323,25245445289,1806603656,30564588821,1.5933312695737e+20,0.234,90.323,18.468,1.6130324851696783e+18,1.474692128254145e+18,1.3669632838719232e+18,1.5175327748933985e+18,1.4739385774895332e+18,1.6558928013596173e+18,1.56583164731e+18,1.5227585633707722e+18,1.4850162547769062e+18,1.4172195940850012e+18,2.5751794944718182e+17,1.657887357187e+34,0.402,1.974,1.89,1.722,1.501,1.338,1.917,1.878,1.763,1.59,1.444,1.931,1.931,1.645,1.403,0.455,0.575,0.564,0.025,0.052,0.083,1.593,0.434,-0.287,50.857,43.42,1180316964,639129731,526729201,-0.17,0.224,0.118,0.225,0.225,0.131,0.965,0.358,55.009,166.783,0.13,0.122,0.093,0.131,0.118,0.102,0.133,0.126,0.054,0.043,0.087,0.094,3.272,1.248,0.263,85.735,77.248,183.22,225.512,9.725,9.694,9.735,0.027,11740955757,11398833779,7521813211,11687440640,11315760018,11740740729,11591597288,10982986328,9924997345,3139724989,2883220171,5346193893,1318407830091972608,2.464468252011413e+18,2.078239639236567e+18,0.718,0.223,91.605,88.789,76.405,70.348,83.979,6266,6345,3172.0,-0.145,132.323,142.911,36.456,45.355,86.347,0.379,0.0005,1.668,1.92,1.655,1.56,1.398,1.749,1.767,1.702,1.6,1.429,1.682,1.83,1.757,1.624,1.485,0.661,0.621,0.109,0.097,0.314,875908,837262,813915,769408,831705,834815,821112,780357,849243,794237,192669,9280369748,0.143,216810,230216,219564,231606,223292,542751018,0.137,312135,48770,594623174,0.137,0.038,19.069,19.164,19.272,19.258,19.142,19.083,19.15,19.221,19.197,19.181,19.067,19.114,19.204,19.311,19.078,0.843,-0.223,0.178,0.054,0.024,48.235,48.122,-1.156,76246,1453344725,0.094,749.714,728.211,664.558,746.287,722.872,678.085,749.634,740.351,701.833,634.926,145.615,198.741,180.033,305.615,332.394,5301.0,9874.0,8103.0,0.691,0.195,88.155,75.089,69.133,80.04,681.946,607.971,0,0,0,0
2016-06-21,10685379671,681.946,0.21,0.0962,2.008,1.658,19.169,197525141821,197828725820,184164166444,198681335271,197742404518,196126498444,183033272407,198622930233,197431000464,197655980365,190989093838,25386210394,12052628829,40810613994,1.6111491954743e+20,0.228,92.105,24.659,1.661094977782485e+18,1.471594096388383e+18,1.370895090845949e+18,1.5237097939868524e+18,1.4797399865608087e+18,1.6313067678219295e+18,1.576632754065215e+18,1.5312326455432538e+18,1.49076904766982e+18,1.4215470036283502e+18,2.5861491039382365e+17,1.6720417969501e+34,0.4,1.82,1.904,1.741,1.515,1.342,1.787,1.823,1.749,1.594,1.449,1.773,1.873,1.655,1.41,0.421,0.569,0.361,0.017,0.044,0.081,1.585,0.475,-0.283,50.101,27.81,1204045832,612253738,539711476,-0.17,0.219,0.12,0.218,0.218,0.133,1.035,0.367,54.101,144.836,0.123,0.121,0.095,0.114,0.113,0.101,0.116,0.12,0.054,0.043,0.05,0.054,3.389,1.348,0.276,60.578,61.644,108.55,130.689,9.725,9.693,9.734,0.026,11398209978,11392739547,7569497627,11186410155,11158164931,11212952686,11413233761,11021756182,10028870970,3080097516,2948239581,4291597449,1181817393115955200,2.3717501763360195e+18,2.1730291560583089e+18,0.754,0.229,64.476,70.993,68.427,55.658,67.121,6406,6440,3202.0,-0.145,133.4,144.352,39.306,47.863,96.928,0.415,0.003,1.752,1.914,1.693,1.596,1.409,1.879,1.827,1.742,1.626,1.442,1.852,1.852,1.804,1.653,1.499,0.677,0.596,0.115,0.089,0.315,870152,845212,824293,772076,852486,845483,827158,783312,859585,797433,193996,9408577396,0.143,217491,231364,220190,233048,223978,543005426,0.137,314253,49799,619982312,0.152,0.038,19.096,19.139,19.25,19.281,19.139,19.126,19.155,19.214,19.195,19.181,19.117,19.115,19.19,19.306,19.079,0.841,-0.249,0.177,0.042,0.024,50.321,48.8,-1.282,76883,1477761802,0.095,727.641,727.653,671.869,714.117,712.641,678.6,715.75,728.785,704.152,641.427,137.892,194.897,184.117,240.678,264.955,4754.0,9496.0,8475.0,0.726,0.2,70.456,67.385,54.542,63.54,649.939,609.926,0,0,0,0
2016-06-22,10186275903,649.939,0.218,0.116,2.388,1.469,19.393,199438246772,198335337097,184652570038,201374291102,199303838395,196986282970,183613929247,201604934426,199115544058,198405943770,191544895864,25621118198,15198338312,43956323477,1.6411042442325e+20,0.224,92.532,26.56,1.5673749082797445e+18,1.4600542787398326e+18,1.3733273524236234e+18,1.5154057507017772e+18,1.4785586628697106e+18,1.5314740136050808e+18,1.5588678607638034e+18,1.5251947904650486e+18,1.4901132652801687e+18,1.4235367701888522e+18,2.578563784691011e+17,1.66224779793e+34,0.398,1.663,1.836,1.741,1.527,1.344,1.628,1.735,1.711,1.586,1.45,1.598,1.764,1.652,1.413,0.419,0.549,0.227,0.039,0.044,0.075,1.499,0.505,-0.278,49.417,18.231,1218350556,594357476,548201954,-0.169,0.219,0.121,0.218,0.217,0.134,1.1,0.376,54.39,158.165,0.116,0.12,0.099,0.115,0.114,0.103,0.113,0.119,0.055,0.045,0.07,0.074,3.434,1.441,0.289,65.833,65.242,151.004,178.843,9.74,9.725,9.766,0.026,10861327472,11322130716,7611818435,10686343029,10915192674,10606985649,11111617850,10978410935,10092327715,2973799180,2987662550,3808872653,1012932406754525184,2.210870390609019e+18,2.23153187801976e+18,0.783,0.234,55.824,64.493,65.087,48.209,59.725,6514,6507,3224.0,-0.145,134.608,146.317,47.295,52.247,108.736,0.459,0.006,2.078,1.948,1.765,1.635,1.424,2.133,1.968,1.829,1.675,1.463,2.17,1.971,1.897,1.704,1.52,0.74,0.642,0.137,0.103,0.317,874223,855455,834272,775093,875755,858827,834797,786878,872965,801246,196236,9627093305,0.144,217998,231632,220526,233545,224374,537927544,0.137,315089,50145,628640109,0.166,0.039,19.213,19.153,19.254,19.31,19.135,19.259,19.214,19.238,19.208,19.186,19.266,19.179,19.209,19.313,19.084,0.832,-0.387,0.173,0.033,0.025,54.892,50.393,-1.955,76788,1474081760,0.095,693.189,722.977,677.256,682.028,696.965,674.778,676.898,709.356,701.228,645.347,127.781,188.102,186.575,208.269,234.117,4082.0,8846.0,8703.0,0.755,0.205,63.985,64.144,47.155,56.302,588.926,608.701,0,0,1,0
2016-06-23,9231949637,588.926,0.184,0.094,2.107,1.471,19.276,201351351723,198824746853,185140973633,203394007975,200657081088,197790597526,184181824397,204108662382,200675987157,199123222576,192089963744,25816959787,14682292674,43956323477,1.6662885315741e+20,0.221,92.532,26.56,1.4856230274936218e+18,1.4577913989158607e+18,1.3758034425044037e+18,1.5042288766132434e+18,1.4755277294611986e+18,1.463576156984095e+18,1.5300295336135124e+18,1.51492364984968e+18,1.4882761631058424e+18,1.4248170304660864e+18,2.557579213916753e+17,1.6353028588648e+34,0.396,1.533,1.78,1.735,1.539,1.347,1.55,1.669,1.679,1.579,1.45,1.501,1.673,1.649,1.415,0.433,0.527,0.205,0.054,0.047,0.069,1.367,0.527,-0.273,49.423,16.224,1238955476,590583895,559991277,-0.168,0.204,0.122,0.201,0.199,0.134,1.152,0.385,52.937,133.075,0.102,0.117,0.101,0.104,0.109,0.102,0.102,0.112,0.054,0.046,0.047,0.053,3.343,1.515,0.303,57.102,59.033,100.205,126.419,9.745,9.738,9.778,0.026,10034535070,10997855979,7643597215,9959146333,10494381915,9792296731,10589072580,10796271985,10087089517,2839424408,2995064871,2860090205,956975714073346048,2.015582742591668e+18,2.2426033958541064e+18,0.802,0.239,43.737,54.605,59.474,33.253,44.886,6620,6585,3252.0,-0.145,135.387,147.152,46.088,53.09,70.113,0.499,0.009,2.168,1.94,1.825,1.652,1.437,2.12,2.003,1.866,1.703,1.477,2.184,2.01,1.942,1.735,1.535,0.706,0.663,0.125,0.11,0.32,868807,869682,836600,778379,886744,866945,840275,789798,881532,804424,195906,9594800886,0.145,218764,232247,220980,234380,224883,519958621,0.137,316707,50451,636316993,0.179,0.039,19.279,19.167,19.249,19.333,19.129,19.268,19.23,19.243,19.212,19.188,19.297,19.209,19.212,19.311,19.087,0.822,-0.489,0.169,0.027,0.025,52.293,49.578,-2.472,76945,1480120135,0.096,640.27,702.111,678.302,635.477,669.955,663.331,624.767,675.843,689.451,644.882,124.592,179.598,187.02,143.838,173.566,3881.0,8064.0,8744.0,0.775,0.21,54.174,58.703,32.317,41.787,652.469,597.916,1,1,1,1
2016-06-24,10230318989,652.469,0.204,0.113,2.248,1.591,19.269,203264456674,199162783221,185629377227,204908795630,201829891423,198543020821,184737238336,206134114100,202108889925,199808926560,192624297479,25974618823,10141091064,43956323477,1.6867020574994e+20,0.22,92.532,26.56,1.4153273788684454e+18,1.4574936279001772e+18,1.3770873015709655e+18,1.4840614893606477e+18,1.467621003187494e+18,1.3972513793466708e+18,1.4842226893941614e+18,1.495166519031152e+18,1.4815137162221596e+18,1.424315272877391e+18,2.541213324112147e+17,1.6144412896613e+34,0.393,1.51,1.73,1.746,1.554,1.35,1.57,1.649,1.668,1.58,1.453,1.531,1.626,1.652,1.421,0.409,0.508,0.292,0.053,0.042,0.064,1.229,0.543,-0.268,49.869,22.505,1257943341,601097084,565429540,-0.167,0.202,0.123,0.202,0.199,0.135,1.198,0.394,53.67,116.927,0.108,0.116,0.105,0.109,0.11,0.103,0.107,0.111,0.054,0.047,0.061,0.071,3.232,1.581,0.317,61.634,62.168,117.771,171.239,9.765,9.769,9.809,0.026,9882848176,10793827353,7686300586,10094732661,10428366183,9890188691,10397188333,10744770953,10141307786,2707930851,3031554906,3843303387,762097892941217792,1.833222372972839e+18,2.297581286753157e+18,0.817,0.244,54.77,61.066,62.862,46.638,60.174,6674,6655,3260.0,-0.145,136.7,148.679,48.998,55.177,118.198,0.541,0.013,2.248,1.965,1.882,1.67,1.452,2.184,2.064,1.917,1.738,1.494,2.224,2.087,1.999,1.773,1.553,0.704,0.697,0.124,0.121,0.322,870511,878255,839004,781905,900707,877031,846876,793156,891254,808033,196177,9621323497,0.145,219638,232585,221343,234989,225295,483270140,0.138,317919,49774,619362590,0.192,0.04,19.313,19.188,19.236,19.351,19.121,19.269,19.24,19.246,19.216,19.189,19.292,19.235,19.214,19.307,19.091,0.802,-0.719,0.161,0.022,0.026,52.152,49.533,-3.597,77458,1499924175,0.097,630.445,688.917,683.975,643.973,665.584,661.883,630.866,663.433,686.006,648.207,111.444,171.201,189.292,204.372,236.219,3105.0,7327.0,8958.0,0.789,0.215,60.671,62.09,45.609,56.749,669.287,597.849,1,1,1,0
