Date,difficulty-btc-std-30,difficulty-btc-var-90,difficulty-btc-trx-14,difficulty-btc-trx-30,difficulty-btc-trx-90,difficulty-btc-rsi-30,hashrate-btc-trx-90,mining_profitability-btc-wma-90,mining_profitability-btc-trx-7,mining_profitability-btc-trx-90,sentinusd-btc-wma-90,transactionfees-btc-sma-90,transactionfees-btc-trx-14,median_transaction_fee-btc-sma-90,median_transaction_fee-btc-mom-14,confirmationtime-btc-std-30,confirmationtime-btc-trx-90,transactionvalue-btc-wma-90,transactionvalue-btc-trx-30,mediantransactionvalue-btc-sma-90,fee_to_reward-btc-sma-90,fee_to_reward-btc-trx-30,size-btc-sma-90,size-btc-std-90,size-btc-trx-30,transactions-btc-sma-90,transactions-btc-std-30,transactions-btc-var-30,transactions-btc-trx-14,transactions-btc-trx-30,transactions-btc-trx-90,sentbyaddress-btc-sma-90,sentbyaddress-btc-ema-30,sentbyaddress-btc-wma-90,sentbyaddress-btc-trx-7,sentbyaddress-btc-trx-90,top100cap-btc-sma-90,top100cap-btc-ema-14,top100cap-btc-ema-30,top100cap-btc-ema-90,top100cap-btc-wma-14,top100cap-btc-wma-90,activeaddresses-btc-sma-7,activeaddresses-btc-sma-90,activeaddresses-btc-ema-90,activeaddresses-btc-wma-7,activeaddresses-btc-wma-90,activeaddresses-btc-trx-7,price-btc-rsi-90,bitcoin-price_raw_7d
2019-04-20,158753907963,4.1449210851849e+22,0.109,0.126,-0.005,87.278,0.012,0.18,0.422,-0.273,3379323457,0.555,2.224,0.266,-0.024,1.241,-0.018,18680,0.191,177.853,2.298,2.711,800640,195863,0.308,327079,79084,1563553785,0.452,0.33,0.186,399181,419813,411693,-0.264,0.1,15.742,15.722,15.709,15.872,15.729,15.716,613249.0,587240,596055,616404.0,608983,-0.396,55.372,5252.0
2019-04-21,114780820879,4.1493531915761e+22,0.101,0.125,-0.004,74.336,0.013,0.182,0.422,-0.267,3367630446,0.56,1.791,0.269,-0.337,1.248,-0.018,18505,0.207,177.184,2.314,2.604,802222,196016,0.314,327918,76899,1478372851,0.408,0.333,0.187,398888,413838,410111,-0.695,0.1,15.741,15.727,15.712,15.869,15.736,15.717,628150.0,588292,596531,617518.0,609653,-0.458,55.12,5260.0
2019-04-22,20988947407,4.1458376215366e+22,0.091,0.124,-0.003,72.851,0.014,0.182,0.277,-0.262,3420881431,0.569,1.451,0.275,-0.448,1.273,-0.017,18672,0.23,177.659,2.344,2.499,803071,196522,0.317,328429,65974,1088133175,0.354,0.332,0.188,399227,412259,409901,-0.9,0.101,15.74,15.715,15.707,15.864,15.725,15.714,610398.0,588531,595318,595815.0,608621,-0.648,55.327,5240.0
2019-04-23,23150564119,4.1368899398517e+22,0.081,0.122,-0.002,72.851,0.014,0.183,0.245,-0.256,3496052681,0.585,1.328,0.284,-0.015,1.517,-0.017,19141,0.281,180.399,2.4,2.422,804766,197636,0.32,328632,46611,543144189,0.274,0.326,0.188,399797,413484,410605,-0.809,0.101,15.739,15.708,15.704,15.86,15.718,15.713,608567.0,588834,595872,598350.0,609324,-0.66,56.837,5265.0
2019-04-24,25541846407,4.122510146521e+22,0.072,0.12,-0.001,72.851,0.015,0.185,0.645,-0.25,3607071251,0.602,1.356,0.295,0.208,1.583,-0.017,19327,0.333,181.682,2.454,2.363,807294,197631,0.323,329700,45658,521154734,0.243,0.324,0.189,401226,419256,412872,-0.321,0.102,15.737,15.702,15.702,15.856,15.711,15.711,628892.0,591112,599737,639144.0,613344,-0.207,56.456,5354.0
2019-04-25,27617119089,4.1026982415462e+22,0.063,0.118,0.0,72.851,0.015,0.186,0.706,-0.243,3686966569,0.613,1.369,0.303,-0.016,1.565,-0.017,19431,0.381,182.238,2.494,2.307,809117,198895,0.325,330623,45984,528636235,0.231,0.323,0.19,401939,421394,413997,0.078,0.103,15.736,15.7,15.701,15.852,15.707,15.71,630022.0,592338,600493,640451.0,614289,0.035,55.966,5432.0
2019-04-26,29443278785,4.077454224926e+22,0.054,0.115,0.001,72.851,0.016,0.187,0.68,-0.237,3746968928,0.624,1.353,0.311,-0.009,1.571,-0.016,19460,0.418,183.381,2.534,2.25,811277,199120,0.327,331655,45909,526917753,0.229,0.323,0.191,403163,424227,415389,0.422,0.104,15.735,15.688,15.695,15.847,15.693,15.707,625324.0,594136,602116,651535.0,616092,0.249,54.427,5704.0
2019-04-27,31064290022,4.0467780966616e+22,0.046,0.113,0.002,72.851,0.017,0.188,0.398,-0.231,3737672457,0.631,1.211,0.315,0.145,1.575,-0.016,19263,0.432,183.587,2.558,2.174,814015,198538,0.328,332570,45117,508882746,0.218,0.321,0.192,403770,420151,414464,0.289,0.105,15.733,15.68,15.69,15.842,15.682,15.705,629951.0,595466,600968,632668.0,615119,0.104,54.438,5750.0
2019-04-28,32510853781,3.9795667736501e+22,0.039,0.11,0.002,72.851,0.017,0.189,0.436,-0.225,3732096754,0.635,0.967,0.317,-0.091,1.638,-0.016,19098,0.429,182.62,2.569,2.078,814024,198530,0.324,333406,45447,516366830,0.219,0.32,0.193,403420,415584,413268,-0.07,0.105,15.731,15.672,15.686,15.837,15.671,15.702,615944.0,595222,599181,605094.0,613453,-0.247,54.498,5778.0
2019-04-29,33805371800,3.8893263577822e+22,0.033,0.108,0.003,72.851,0.018,0.19,0.361,-0.218,3756870572,0.644,0.749,0.322,0.027,1.694,-0.016,19038,0.418,184.094,2.593,1.978,814887,198575,0.318,333817,45349,514122680,0.212,0.318,0.193,404106,417357,414139,-0.117,0.106,15.729,15.653,15.676,15.83,15.649,15.698,633672.0,596680,600637,617467.0,614996,-0.263,54.325,5712.0
2019-04-30,34964735972,3.7919293794781e+22,0.027,0.105,0.004,72.851,0.019,0.191,0.142,-0.212,3785426862,0.656,0.617,0.328,0.122,1.692,-0.016,19239,0.419,186.376,2.631,1.889,815663,199343,0.312,334089,45686,521811163,0.189,0.314,0.194,405299,421213,415744,0.105,0.106,15.726,15.635,15.666,15.823,15.627,15.693,647778.0,598799,603244,638869.0,617690,0.002,54.503,5921.0
2019-05-01,36002005649,3.687375838738e+22,0.022,0.102,0.005,72.851,0.02,0.192,0.138,-0.206,3798872074,0.662,0.436,0.332,-0.154,1.773,-0.016,19126,0.409,186.382,2.647,1.792,816720,199661,0.306,335040,52633,692561991,0.218,0.316,0.195,405833,422152,416414,0.248,0.107,15.724,15.622,15.657,15.817,15.611,15.689,636023.0,600102,605139,649288.0,619683,0.271,55.145,5901.0
2019-05-02,36927470937,3.5756657355638e+22,0.017,0.099,0.006,72.851,0.021,0.193,0.233,-0.2,3812114884,0.667,0.227,0.336,-0.148,1.913,-0.016,18963,0.386,186.258,2.659,1.689,817466,199670,0.298,336299,59567,887052238,0.288,0.322,0.196,406463,424576,417598,0.42,0.108,15.72,15.612,15.65,15.811,15.597,15.685,637555.0,600709,606012,651494.0,620666,0.384,55.696,6085.0
2019-05-03,37749355743,3.4567990699532e+22,0.013,0.096,0.006,72.851,0.022,0.194,0.191,-0.193,3846111218,0.678,0.103,0.342,0.054,1.917,-0.017,18959,0.363,188.043,2.693,1.595,819097,200078,0.29,336977,59589,887711512,0.333,0.328,0.197,408107,428544,419348,0.668,0.109,15.717,15.604,15.644,15.805,15.586,15.681,640506.0,602881,607968,665859.0,622739,0.53,57.532,6318.0
2019-05-04,74735540599,3.4470316544927e+22,0.017,0.094,0.007,88.123,0.023,0.194,0.042,-0.187,3854694159,0.687,-0.011,0.348,-0.003,1.947,-0.017,18855,0.334,188.65,2.723,1.503,821147,199925,0.284,337596,59543,886343544,0.342,0.33,0.198,408962,426021,418937,0.539,0.109,15.714,15.599,15.639,15.8,15.577,15.678,638923.0,603896,606447,640426.0,621330,0.272,57.833,6807.0
2019-05-05,137602165956,3.5635456405431e+22,0.032,0.093,0.008,91.687,0.024,0.195,0.044,-0.181,3856613526,0.697,-0.087,0.353,0.292,1.974,-0.017,18727,0.299,189.246,2.755,1.415,822776,201088,0.278,337546,61010,930561371,0.309,0.327,0.199,408785,421091,417633,0.12,0.11,15.711,15.595,15.634,15.795,15.572,15.675,639550.0,603888,604636,611706.0,619575,-0.152,58.009,7158.0
2019-05-06,177082653230,3.6606109757655e+22,0.053,0.094,0.009,91.687,0.025,0.197,0.186,-0.175,3878234782,0.708,-0.123,0.36,0.008,1.975,-0.017,18693,0.265,190.204,2.788,1.334,823958,201849,0.273,337817,60967,929250079,0.282,0.324,0.2,409338,422701,418452,-0.003,0.11,15.708,15.59,15.63,15.79,15.568,15.672,638712.0,605000,605843,616712.0,620799,-0.246,57.426,7400.0
2019-05-07,207245309452,3.7382276601593e+22,0.076,0.095,0.01,91.687,0.026,0.197,0.17,-0.168,3912614345,0.724,-0.024,0.369,-0.043,2.036,-0.017,18886,0.247,193.437,2.837,1.272,825162,202558,0.268,337599,62297,970233986,0.228,0.317,0.201,410118,424850,419478,0.055,0.111,15.705,15.573,15.619,15.783,15.55,15.666,626882.0,605425,606517,616151.0,621490,-0.239,58.77,7988.0
2019-05-08,231718465750,3.7963956937225e+22,0.1,0.097,0.011,91.687,0.027,0.199,0.363,-0.162,3948135919,0.741,0.166,0.38,-0.103,2.042,-0.017,18895,0.23,195.847,2.891,1.226,827327,201887,0.264,338044,62857,987740444,0.199,0.311,0.202,411457,429828,421497,0.346,0.111,15.701,15.549,15.604,15.774,15.527,15.659,632459.0,607272,609197,641553.0,624195,0.041,58.591,8047.0
2019-05-09,252164139629,3.8351150764581e+22,0.123,0.099,0.012,91.687,0.028,0.2,0.592,-0.156,3992397486,0.759,0.428,0.39,0.214,2.016,-0.017,18947,0.218,198.113,2.939,1.192,829353,201570,0.259,338336,62302,970390529,0.167,0.305,0.202,412257,433274,423075,0.615,0.112,15.697,15.538,15.595,15.767,15.515,15.654,638181.0,608475,610861,654664.0,625901,0.284,59.732,7992.0
2019-05-10,269500530844,3.8543858083652e+22,0.143,0.102,0.013,91.687,0.029,0.201,0.655,-0.149,4045326755,0.783,0.853,0.405,0.652,2.093,-0.017,19121,0.216,201.994,3.011,1.182,831405,200234,0.254,338471,63845,1019048555,0.109,0.294,0.203,413691,435561,424316,0.767,0.113,15.695,15.546,15.595,15.763,15.522,15.652,630325.0,610119,611502,655125.0,626595,0.358,61.102,7287.0
2019-05-11,284297020386,3.9262655123627e+22,0.161,0.104,0.014,91.687,0.03,0.203,0.936,-0.142,4101093576,0.809,1.364,0.421,1.059,2.105,-0.017,19255,0.22,205.906,3.081,1.191,833764,199238,0.249,338975,63067,994374917,0.052,0.282,0.203,415223,435797,424877,0.726,0.114,15.693,15.55,15.594,15.759,15.528,15.649,646726.0,612614,612427,660937.0,627550,0.375,63.726,7328.0
2019-05-12,296933548696,4.0910268625483e+22,0.176,0.107,0.015,91.687,0.031,0.206,1.5,-0.135,4131518820,0.83,1.833,0.435,1.002,2.124,-0.016,19280,0.223,208.555,3.123,1.195,835174,199610,0.244,339228,63728,1015310033,-0.007,0.268,0.203,415734,434203,424786,0.5,0.115,15.69,15.554,15.594,15.756,15.534,15.647,676157.0,614697,615012,681773.0,630131,0.549,65.421,7912.0
2019-05-13,307676365273,4.2456540455197e+22,0.188,0.11,0.016,91.687,0.032,0.208,1.971,-0.128,4196996713,0.849,2.222,0.446,0.659,2.171,-0.016,19563,0.241,209.983,3.156,1.196,835266,199718,0.24,340549,64365,1035698865,-0.031,0.257,0.203,417056,438375,426613,0.538,0.116,15.688,15.552,15.59,15.751,15.534,15.643,690463.0,614862,618193,702662.0,633318,0.821,66.51,7900.0
2019-05-14,316718228112,4.3901470612801e+22,0.196,0.113,0.017,91.687,0.033,0.211,2.268,-0.12,4297502989,0.877,2.676,0.462,1.0,2.068,-0.016,19940,0.276,213.539,3.209,1.206,835678,200054,0.234,340712,63459,1006768509,-0.045,0.247,0.203,417953,443297,428759,0.727,0.117,15.683,15.529,15.576,15.743,15.513,15.637,707911.0,615694,621278,719696.0,636477,1.072,68.92,7938.0
2019-05-15,324201485430,4.5245059098255e+22,0.201,0.116,0.018,91.687,0.034,0.214,2.617,-0.112,4413407721,0.92,3.377,0.487,1.875,2.069,-0.016,20567,0.342,217.97,3.296,1.244,836228,200591,0.229,340872,63238,999755963,-0.051,0.238,0.203,419564,448573,431113,0.971,0.118,15.676,15.493,15.556,15.732,15.478,15.627,707673.0,617826,623598,724426.0,638920,1.177,69.146,7884.0
2019-05-16,330232111032,4.6487305911591e+22,0.204,0.119,0.019,91.687,0.035,0.217,2.842,-0.104,4512488029,0.971,4.273,0.517,2.487,2.069,-0.016,20824,0.407,222.022,3.402,1.316,837329,201043,0.224,341742,63234,999647949,-0.048,0.229,0.203,421221,453662,433484,1.187,0.119,15.669,15.461,15.536,15.721,15.445,15.618,720121.0,620743,626861,740517.0,642309,1.29,68.674,7701.0
2019-05-17,334888590465,4.7628211052792e+22,0.205,0.121,0.02,91.687,0.037,0.219,2.793,-0.095,4586948523,1.019,5.117,0.545,1.944,2.063,-0.016,21011,0.467,226.219,3.508,1.41,838928,201062,0.219,342070,62978,991543806,-0.048,0.22,0.204,422822,457013,435339,1.259,0.121,15.663,15.436,15.52,15.712,15.418,15.61,742560.0,623483,630602,759760.0,646185,1.424,63.129,7975.0
2019-05-18,338340273558,4.868174582979e+22,0.203,0.124,0.021,91.729,0.038,0.221,2.561,-0.086,4597843981,1.047,5.497,0.563,1.17,2.068,-0.017,20960,0.505,227.971,3.571,1.487,841255,198962,0.214,342429,62770,985027635,-0.05,0.212,0.203,424203,455713,435647,1.005,0.122,15.657,15.422,15.507,15.703,15.4,15.602,753470.0,626458,632785,756608.0,648525,1.363,63.303,8023.0
2019-05-19,340555146131,4.9640721629908e+22,0.2,0.126,0.022,91.752,0.039,0.224,2.395,-0.077,4620679776,1.076,5.575,0.582,1.212,2.096,-0.017,20982,0.532,229.159,3.619,1.542,841939,198943,0.208,342457,63159,997266338,-0.062,0.202,0.203,423999,451118,434774,0.47,0.124,15.65,15.41,15.496,15.695,15.384,15.595,739408.0,626758,632760,726148.0,648639,0.987,65.643,8103.0
2019-05-20,341494307407,5.0497575103219e+22,0.196,0.127,0.023,91.752,0.041,0.226,2.101,-0.068,4665323562,1.114,5.606,0.605,1.658,2.073,-0.017,21110,0.554,231.837,3.692,1.598,842565,198925,0.201,342828,60964,929139170,-0.057,0.193,0.203,424449,452134,435717,0.173,0.125,15.644,15.401,15.486,15.687,15.373,15.588,733876.0,628220,634699,721543.0,650710,0.732,65.554,8767.0
2019-05-21,338649143274,5.1252306249756e+22,0.19,0.129,0.024,91.752,0.042,0.229,1.967,-0.058,4710496819,1.156,5.63,0.63,1.614,2.052,-0.017,21172,0.569,234.226,3.773,1.661,842769,199170,0.194,343567,60582,917554058,-0.042,0.187,0.203,425450,455572,437496,0.147,0.126,15.638,15.395,15.477,15.68,15.365,15.582,738538.0,630212,638140,735883.0,654292,0.712,65.7,8720.0
2019-05-22,333782133688,5.1904915069512e+22,0.183,0.13,0.025,91.752,0.044,0.232,1.926,-0.049,4763856402,1.19,5.52,0.652,1.214,2.06,-0.018,21257,0.579,236.1,3.835,1.714,842755,199156,0.188,344648,60535,916125265,-0.012,0.182,0.203,426520,457801,438918,0.184,0.127,15.632,15.382,15.466,15.672,15.351,15.574,746627.0,632601,641333,747111.0,657660,0.762,65.303,8648.0
2019-05-23,327168004031,5.2455401562452e+22,0.176,0.131,0.026,91.752,0.045,0.234,1.616,-0.039,4813327019,1.221,5.282,0.672,0.934,1.806,-0.018,21356,0.585,237.93,3.899,1.757,843870,199608,0.182,345109,56932,810309812,0.023,0.18,0.203,427014,458968,440003,0.192,0.129,15.625,15.375,15.457,15.664,15.342,15.568,737851.0,633167,642856,738107.0,659375,0.66,63.982,8636.0
2019-05-24,318697995786,5.2903765728628e+22,0.168,0.132,0.028,91.752,0.047,0.237,1.444,-0.029,4874275811,1.263,5.076,0.697,1.048,1.785,-0.019,21565,0.595,241.16,3.985,1.8,845310,198957,0.176,345616,55690,775349062,0.05,0.177,0.203,428588,461482,441562,0.257,0.13,15.62,15.383,15.456,15.659,15.348,15.564,727764.0,635798,644694,735264.0,661426,0.536,65.054,8356.0
2019-05-25,308219145638,5.3267071570035e+22,0.159,0.132,0.029,91.752,0.048,0.239,1.11,-0.019,4877393040,1.292,4.756,0.717,0.421,1.794,-0.019,21540,0.594,242.608,4.042,1.825,846189,199028,0.169,345815,56698,803659885,0.046,0.171,0.203,429084,456604,440622,-0.041,0.131,15.615,15.391,15.455,15.654,15.357,15.56,709698.0,637210,643788,704195.0,660716,0.147,65.235,8541.0
2019-05-26,295517834522,5.358108849123e+22,0.151,0.132,0.03,91.752,0.05,0.242,1.032,-0.009,4883183872,1.311,4.271,0.726,-0.275,1.823,-0.02,21505,0.583,242.47,4.068,1.819,845650,199311,0.16,346231,56564,799862077,0.046,0.166,0.202,428647,450254,439064,-0.535,0.132,15.611,15.414,15.462,15.652,15.383,15.559,700188.0,637373,642058,668038.0,659130,-0.376,65.538,8662.0
2019-05-27,280292095621,5.3796236543324e+22,0.142,0.132,0.031,91.752,0.052,0.245,1.153,0.002,4952497871,1.353,3.942,0.752,1.334,1.822,-0.02,21649,0.575,245.809,4.141,1.815,846262,199406,0.151,346598,57424,824382225,0.065,0.163,0.202,429339,452487,440300,-0.61,0.133,15.607,15.438,15.471,15.651,15.413,15.558,707617.0,638976,644936,686238.0,662111,-0.421,67.899,8537.0
2019-05-28,262102359352,5.3912515726275e+22,0.134,0.132,0.032,91.752,0.053,0.248,1.26,0.012,5023324256,1.397,3.724,0.779,0.988,1.825,-0.021,21857,0.573,248.788,4.216,1.812,846883,199769,0.143,347107,57686,831911101,0.089,0.162,0.202,430460,456672,442234,-0.377,0.134,15.603,15.459,15.478,15.65,15.442,15.558,709949.0,641501,648510,711223.0,665816,-0.173,67.569,7868.0
2019-05-29,240276412183,5.3929926040117e+22,0.125,0.131,0.033,91.752,0.055,0.251,1.37,0.023,5130589903,1.437,3.537,0.804,0.022,1.864,-0.022,22080,0.578,251.842,4.286,1.806,846952,199798,0.135,347522,58869,866375440,0.124,0.162,0.202,431514,460415,444085,-0.049,0.135,15.603,15.479,15.487,15.649,15.472,15.558,707661.0,643612,651123,725594.0,668583,0.077,67.063,7778.0
2019-05-30,215334498997,5.4158117180871e+22,0.119,0.131,0.034,93.122,0.057,0.254,1.272,0.034,5206901018,1.482,3.399,0.831,-0.291,1.85,-0.022,22248,0.584,255.59,4.365,1.8,847583,199633,0.126,347771,58082,843375932,0.147,0.162,0.202,432115,462288,445359,0.183,0.136,15.602,15.497,15.495,15.648,15.499,15.558,710949.0,645061,652937,732086.0,670562,0.212,66.973,7756.0
2019-05-31,334990405690,6.5261830668334e+22,0.139,0.133,0.035,98.229,0.059,0.255,0.801,0.044,5430083306,1.542,3.418,0.867,0.762,2.07,-0.023,23055,0.628,262.388,4.485,1.816,847707,199751,0.119,347362,58700,861414938,0.11,0.156,0.202,432956,462106,445960,0.234,0.137,15.602,15.51,15.501,15.647,15.52,15.558,701089.0,646335,653036,718713.0,670834,0.108,65.037,7934.0
2019-06-01,408879201185,7.5889967594548e+22,0.175,0.138,0.036,98.229,0.061,0.257,0.575,0.055,5450369128,1.585,3.361,0.892,0.641,1.963,-0.023,23270,0.669,265.278,4.559,1.82,849080,199916,0.113,347122,51247,656554012,0.056,0.147,0.201,434085,460437,446032,0.118,0.138,15.602,15.523,15.509,15.646,15.541,15.558,726412.0,649970,655843,738629.0,673788,0.187,65.702,7938.0
2019-06-02,459630105879,8.6042527959541e+22,0.219,0.144,0.037,98.229,0.063,0.259,0.3,0.065,5456690068,1.619,3.192,0.916,0.57,2.019,-0.024,23573,0.711,266.146,4.616,1.809,850052,199968,0.107,347086,55636,773842400,-0.025,0.134,0.2,433622,453901,444384,-0.309,0.139,15.602,15.536,15.516,15.646,15.559,15.559,729422.0,650091,654311,703560.0,672386,-0.096,66.125,7796.0
2019-06-03,513327076448,9.5719511763312e+22,0.265,0.152,0.039,98.229,0.064,0.261,0.05,0.075,5585059108,1.679,3.16,0.953,1.147,2.155,-0.024,24185,0.771,268.964,4.73,1.814,851700,198555,0.101,347179,60754,922773122,-0.125,0.117,0.199,433559,451763,444102,-0.591,0.139,15.602,15.545,15.521,15.645,15.573,15.559,706614.0,650071,653410,674537.0,671578,-0.427,65.284,7810.0
2019-06-04,562641676149,1.0492091900584e+23,0.31,0.16,0.04,98.229,0.066,0.263,0.005,0.085,5663843436,1.724,3.098,0.979,0.136,2.093,-0.024,24514,0.827,270.009,4.817,1.821,852771,198837,0.097,348255,59974,899224631,-0.18,0.102,0.198,434698,456334,446059,-0.417,0.14,15.601,15.538,15.52,15.641,15.57,15.556,698251.0,651322,655512,685139.0,673752,-0.426,61.065,7884.0
2019-06-05,603759867941,1.1364674968715e+23,0.351,0.17,0.042,98.229,0.068,0.264,-0.239,0.095,5735140912,1.755,2.909,0.999,-0.086,2.107,-0.024,24954,0.887,270.529,4.876,1.812,854696,197301,0.093,349260,59798,893952466,-0.204,0.091,0.197,435355,458011,447106,-0.204,0.14,15.603,15.565,15.533,15.643,15.597,15.559,701421.0,653246,658459,707982.0,676792,-0.188,60.529,8018.0
2019-06-06,638267698231,1.2189700380724e+23,0.386,0.179,0.043,98.229,0.07,0.265,-0.549,0.105,5857962064,1.779,2.594,1.013,-0.527,2.019,-0.024,25406,0.949,270.488,4.92,1.784,856243,195292,0.088,350140,58657,860171034,-0.212,0.08,0.196,435654,458194,447666,-0.077,0.141,15.603,15.584,15.545,15.645,15.617,15.562,699411.0,654416,659802,712515.0,678249,-0.036,60.403,8153.0
2019-06-07,667191640494,1.2967168136609e+23,0.415,0.189,0.045,98.229,0.072,0.266,-0.74,0.114,5883275418,1.801,2.204,1.024,-1.253,2.026,-0.024,25641,0.999,270.752,4.961,1.735,858523,189965,0.082,351368,57692,832098405,-0.218,0.07,0.195,436724,458752,448352,0.015,0.142,15.604,15.602,15.556,15.646,15.634,15.564,710233.0,656558,661415,720965.0,679981,0.086,61.087,8337.0
2019-06-08,691233006848,1.369642684503e+23,0.437,0.199,0.047,98.229,0.073,0.267,-1.048,0.122,5880568206,1.819,1.755,1.034,-0.913,2.154,-0.024,25697,1.029,270.068,4.999,1.668,861513,180405,0.075,352274,62455,975161112,-0.257,0.056,0.193,437183,452246,446620,-0.293,0.142,15.605,15.617,15.566,15.648,15.649,15.567,677266.0,657719,658966,680903.0,677639,-0.229,61.102,8713.0
2019-06-09,710887338781,1.4375593893892e+23,0.452,0.208,0.049,98.229,0.075,0.268,-1.203,0.131,5864291389,1.833,1.266,1.041,-0.205,2.04,-0.024,25716,1.04,268.035,5.017,1.581,860908,181819,0.064,352342,64608,1043552247,-0.312,0.04,0.192,435967,444246,444225,-0.821,0.142,15.606,15.629,15.575,15.649,15.66,15.569,667671.0,656208,655890,641331.0,674590,-0.745,60.252,9081.0
2019-06-10,726510771561,1.5007000583744e+23,0.461,0.217,0.05,98.229,0.077,0.269,-1.239,0.139,5904534898,1.853,0.819,1.051,-1.38,1.969,-0.025,25924,1.046,268.27,5.053,1.489,862241,179640,0.054,353097,64449,1038412842,-0.34,0.025,0.19,436374,445538,444847,-0.887,0.142,15.607,15.637,15.583,15.65,15.667,15.571,680804.0,657205,656975,650727.0,675667,-0.848,60.307,9225.0
2019-06-11,738359226948,1.5590646914581e+23,0.465,0.225,0.052,98.229,0.079,0.27,-1.196,0.146,6030483178,1.876,0.441,1.063,-1.351,1.972,-0.025,26526,1.068,268.842,5.094,1.397,863245,179726,0.045,353703,64375,1036029801,-0.357,0.012,0.189,437200,448176,445947,-0.655,0.142,15.607,15.641,15.588,15.65,15.67,15.572,672198.0,658087,657674,652720.0,676361,-0.782,60.6,9161.0
2019-06-12,746612448943,1.6126532886404e+23,0.463,0.233,0.054,98.229,0.081,0.27,-1.186,0.154,6086221667,1.9,0.129,1.077,-0.88,2.004,-0.024,26718,1.082,269.532,5.142,1.309,865037,178379,0.039,354020,64111,1027545528,-0.372,-0.002,0.187,437515,449519,446646,-0.377,0.142,15.607,15.644,15.593,15.651,15.672,15.573,660947.0,658715,658843,662388.0,677521,-0.592,61.123,9150.0
2019-06-13,751388916532,1.6614658499213e+23,0.457,0.24,0.056,98.229,0.083,0.272,-0.954,0.161,6128067662,1.923,-0.143,1.089,-1.276,2.004,-0.024,26807,1.083,269.858,5.185,1.221,867125,176008,0.034,354769,64051,1025636057,-0.361,-0.013,0.185,438407,454173,448496,0.067,0.142,15.606,15.645,15.597,15.651,15.672,15.574,667066.0,660037,661118,687749.0,679800,-0.249,61.641,9339.0
2019-06-14,749735044114,1.6968660086855e+23,0.446,0.246,0.058,90.891,0.085,0.274,-0.59,0.168,6171409817,1.949,-0.358,1.103,-2.001,2.044,-0.024,26927,1.075,270.261,5.232,1.133,870638,164309,0.03,355904,63952,1022474987,-0.333,-0.021,0.183,440323,460062,450848,0.594,0.142,15.606,15.648,15.601,15.651,15.673,15.576,675139.0,662754,663945,718412.0,682650,0.172,62.331,9796.0
2019-06-15,744968681897,1.7274606633946e+23,0.431,0.252,0.06,90.589,0.087,0.274,-0.491,0.175,6197899948,1.969,-0.571,1.114,-1.232,2.044,-0.024,26997,1.057,270.102,5.268,1.041,874665,149143,0.027,357055,64169,1029419253,-0.316,-0.03,0.182,441575,458556,450769,0.679,0.142,15.606,15.649,15.605,15.651,15.673,15.577,704931.0,666104,666024,739260.0,684755,0.484,63.685,10733.0
2019-06-16,737162161326,1.7536183775761e+23,0.413,0.256,0.062,90.589,0.088,0.275,-0.308,0.182,6227271553,1.991,-0.758,1.127,-1.09,2.111,-0.024,27388,1.048,270.415,5.304,0.947,876828,143214,0.025,357097,67538,1140354566,-0.331,-0.041,0.18,441282,454303,449693,0.402,0.142,15.606,15.652,15.609,15.652,15.673,15.578,714485.0,665946,664262,709490.0,682991,0.3,64.932,10780.0
2019-06-17,726350277176,1.7753391512302e+23,0.393,0.26,0.064,90.589,0.09,0.278,0.073,0.188,6526525028,2.025,-0.84,1.146,-1.588,2.15,-0.024,28571,1.086,272.56,5.367,0.864,879454,135966,0.022,357279,68401,1169666909,-0.347,-0.053,0.177,441748,455907,450526,0.313,0.142,15.605,15.644,15.608,15.65,15.663,15.578,709062.0,666050,664328,697693.0,683021,0.119,65.405,10865.0
2019-06-18,712350299721,1.7926229843568e+23,0.372,0.263,0.065,90.589,0.092,0.28,0.553,0.195,6882869772,2.051,-0.895,1.161,-1.108,2.15,-0.024,29492,1.147,272.982,5.412,0.784,881973,129662,0.021,358278,70146,1230125256,-0.313,-0.06,0.176,442988,461131,452616,0.509,0.143,15.604,15.638,15.607,15.649,15.654,15.578,728004.0,667925,667780,725771.0,686435,0.313,65.014,11320.0
2019-06-19,694900064083,1.8054698769559e+23,0.35,0.265,0.067,90.589,0.094,0.282,0.949,0.202,6995099274,2.073,-0.951,1.174,-0.657,2.207,-0.024,29776,1.194,272.293,5.441,0.705,883401,126293,0.02,359392,71544,1279650732,-0.244,-0.061,0.174,443936,464357,454114,0.695,0.143,15.604,15.643,15.612,15.65,15.655,15.579,738042.0,669684,670271,739053.0,688923,0.536,64.946,12668.0
2019-06-20,673731529471,1.8138798290275e+23,0.328,0.266,0.069,90.589,0.095,0.283,0.918,0.208,7092175339,2.104,-0.946,1.192,0.236,2.207,-0.024,31327,1.29,273.792,5.491,0.631,885612,118184,0.019,359743,71264,1269638241,-0.201,-0.064,0.172,444532,465950,455106,0.76,0.143,15.604,15.645,15.615,15.65,15.653,15.58,725559.0,670237,670375,723294.0,689040,0.49,65.567,11826.0
