Date,bitcoin-marketcap_raw,bitcoin-price_raw,bitcoin-median_transaction_fee_raw,bitcoin-hashrate_raw,difficulty-btc-sma-30,difficulty-btc-rsi-30,mining_profitability-btc-sma-14,mining_profitability-btc-sma-30,mining_profitability-btc-sma-90,mining_profitability-btc-ema-14,mining_profitability-btc-ema-30,mining_profitability-btc-ema-90,mining_profitability-btc-wma-14,mining_profitability-btc-wma-30,mining_profitability-btc-wma-90,mining_profitability-btc-std-90,mining_profitability-btc-var-90,transactionfees-btc-ema-90,transactionfees-btc-wma-30,transactionfees-btc-wma-90,transactionfees-btc-std-90,transactionfees-btc-var-30,median_transaction_fee-btc-sma-3,median_transaction_fee-btc-wma-3,marketcap-btc-sma-7,marketcap-btc-sma-90,marketcap-btc-ema-90,marketcap-btc-wma-3,marketcap-btc-wma-7,marketcap-btc-wma-30,transactionvalue-btc-wma-30,transactionvalue-btc-wma-90,mediantransactionvalue-btc-ema-30,mediantransactionvalue-btc-wma-30,sentbyaddress-btc-sma-30,sentbyaddress-btc-wma-90,activeaddresses-btc-ema-90,price-btc-sma-3,price-btc-sma-14,price-btc-sma-30,price-btc-sma-90,price-btc-ema-3,price-btc-ema-90,price-btc-wma-3,price-btc-wma-30,price-btc-trx-14,bitcoin-price_raw_1d,bitcoin-price_raw_7d,bitcoin-price_raw_30d,bitcoin-price_raw_90d
2013-05-30,1427042015,127.245,0.0636,103366950087420.0,10920175,99.764,5342.0,5386.0,6100.0,5396.0,5575.0,5612.0,5404.0,5334.0,6101.0,3333.0,2776751.0,0.089,0.108,0.102,0.064,0.001,0.063,0.063,1422451877,1069434841,1073057965,1420809186,1423900165,1320326027,1493,2312,78.991,77.738,50812,52818,77307,126.466,120.636,115.148,96.673,126.874,96.707,126.72,118.122,0.338,126.424,119.388,89.283,115.28
2013-05-31,1418400278,126.424,0.0632,110197290767220.0,10989412,99.764,5330.0,5344.0,6114.0,5353.0,5542.0,5600.0,5368.0,5313.0,6078.0,3304.0,2728493.0,0.089,0.108,0.103,0.063,0.001,0.063,0.063,1425891556,1081203965,1080647906,1421110214,1422887265,1328942010,1495,2294,80.667,79.811,50717,52821,77267,126.699,121.774,115.207,97.71,126.649,97.36,126.698,118.85,0.378,126.909,115.014,89.829,115.785
2013-06-01,1424396928,126.909,0.0647,116123605538450.0,11058650,99.764,5377.0,5361.0,6135.0,5421.0,5563.0,5606.0,5440.0,5347.0,6073.0,3274.0,2679556.0,0.09,0.107,0.103,0.061,0.001,0.064,0.064,1425123273,1093117943,1088202829,1422838893,1422513608,1337870189,1472,2268,80.144,79.757,50474,52683,77059,126.859,122.781,115.735,98.759,126.779,98.009,126.803,119.605,0.409,124.135,110.585,85.608,118.347
2013-06-02,1393928709,124.135,0.0621,127241095323390.0,11127887,99.764,5375.0,5356.0,6144.0,5352.0,5520.0,5590.0,5376.0,5317.0,6046.0,3254.0,2646484.0,0.09,0.109,0.104,0.06,0.001,0.063,0.063,1418286564,1104584007,1094922079,1408163377,1414714967,1344421059,1447,2239,80.02,80.066,50211,52459,76812,125.822,123.583,116.45,99.768,125.457,98.584,125.441,120.147,0.427,120.333,105.935,83.204,122.066
2013-06-03,1351834194,120.333,0.0602,124378099733740.0,11197124,99.764,5412.0,5341.0,6160.0,5333.0,5500.0,5582.0,5354.0,5308.0,6025.0,3221.0,2592966.0,0.091,0.11,0.104,0.059,0.001,0.062,0.062,1405993539,1115185781,1100568499,1377959488,1398101874,1347711300,1461,2223,80.494,80.948,50496,52427,76879,123.792,124.092,116.96,100.698,122.895,99.062,122.696,120.397,0.426,119.685,104.06,81.424,124.651
2013-06-04,1345191813,119.685,0.0598,125284058845920.0,11266362,99.764,5377.0,5303.0,6166.0,5307.0,5477.0,5572.0,5318.0,5295.0,6003.0,3212.0,2579406.0,0.092,0.11,0.105,0.06,0.001,0.061,0.06,1396881480,1125427114,1105944836,1355528756,1382901443,1350175476,1454,2201,81.579,82.385,50771,52440,76917,121.384,124.407,117.167,101.595,121.29,99.515,120.643,120.573,0.41,120.096,106.555,78.461,125.588
2013-06-05,1350445110,120.096,0.06,139033002270500.0,11379377,99.854,5292.0,5256.0,6155.0,5136.0,5383.0,5538.0,5137.0,5212.0,5956.0,3235.0,2615635.0,0.092,0.112,0.105,0.059,0.001,0.06,0.06,1387319864,1135604478,1111318468,1348925525,1371292350,1352797566,1453,2180,81.61,82.756,50733,52378,76956,120.038,124.651,117.404,102.485,120.693,99.967,119.998,120.762,0.386,119.388,108.05,73.017,124.863
2013-06-06,1343038626,119.388,0.0597,142389875060430.0,11563688,99.911,5152.0,5198.0,6144.0,4962.0,5283.0,5501.0,4942.0,5120.0,5905.0,3259.0,2655368.0,0.092,0.11,0.105,0.057,0.001,0.06,0.06,1375319380,1145540714,1116411219,1345866319,1360222041,1354739545,1465,2164,81.427,82.877,50489,52353,76875,119.723,124.7,117.704,103.352,120.04,100.394,119.673,120.89,0.356,115.014,106.945,66.0,120.747
2013-06-07,1294354363,115.014,0.0575,125201034232100.0,11748000,99.911,5020.0,5144.0,6128.0,4798.0,5183.0,5462.0,4753.0,5026.0,5852.0,3292.0,2709208.0,0.092,0.109,0.105,0.056,0.001,0.059,0.059,1357598535,1154708203,1120322057,1319930909,1339980787,1353292373,1468,2144,82.544,84.267,50344,52342,76806,118.166,124.015,117.885,104.151,117.527,100.715,117.319,120.716,0.313,110.585,102.855,69.751,117.345
2013-06-08,1244956010,110.585,0.0553,131832685235600.0,11932311,99.911,4893.0,5090.0,6112.0,4670.0,5096.0,5426.0,4595.0,4941.0,5801.0,3322.0,2759202.0,0.092,0.109,0.105,0.055,0.001,0.057,0.057,1331964118,1163172818,1123061265,1277769230,1311820155,1348496999,1434,2112,82.249,84.27,49745,52053,76399,114.996,122.791,117.957,104.886,114.056,100.932,113.528,120.246,0.254,105.935,100.25,73.549,115.05
2013-06-09,1193086083,105.935,0.053,135642267203860.0,12116622,99.911,4737.0,5002.0,6093.0,4465.0,4969.0,5376.0,4360.0,4815.0,5736.0,3370.0,2839202.0,0.092,0.108,0.105,0.053,0.001,0.055,0.054,1303272314,1170973965,1124600272,1227254105,1277100647,1340273056,1445,2094,81.568,83.827,49111,51725,75964,110.511,121.161,117.803,105.562,109.996,101.042,108.998,119.47,0.179,104.06,100.355,72.494,115.023
2013-06-10,1172377022,104.06,0.052,135862933180720.0,12300934,99.911,4588.0,4917.0,6072.0,4317.0,4865.0,5331.0,4176.0,4709.0,5676.0,3414.0,2913581.0,0.092,0.106,0.105,0.053,0.001,0.053,0.053,1277635575,1178665361,1125650311,1191376540,1244376824,1330794181,1425,2066,81.477,83.906,48715,51508,75634,106.86,119.426,117.522,106.228,107.028,101.108,105.772,118.583,0.092,106.555,100.846,75.989,116.613
2013-06-11,1200955863,106.555,0.0533,131333121773560.0,12477750,99.911,4478.0,4866.0,6057.0,4233.0,4790.0,5295.0,4057.0,4630.0,5623.0,3444.0,2964502.0,0.092,0.106,0.105,0.052,0.001,0.053,0.053,1257030439,1186832596,1127305378,1190117952,1225206895,1323332819,1415,2041,81.506,84.026,48685,51361,75436,105.516,118.057,117.349,106.936,106.791,101.228,105.62,117.876,0.007,108.05,103.663,81.5,117.844
2013-06-12,1218291874,108.05,0.054,150324551304890.0,12625030,99.911,4359.0,4816.0,6043.0,4159.0,4718.0,5260.0,3950.0,4553.0,5571.0,3472.0,3013406.0,0.092,0.105,0.105,0.05,0.001,0.053,0.053,1238151406,1195128012,1129305081,1204860728,1215522254,1317084935,1408,2017,81.916,84.466,48389,51169,75179,106.221,116.744,117.209,107.656,107.421,101.378,106.887,117.276,-0.07,106.945,105.104,84.999,119.961
2013-06-13,1206375458,106.945,0.0535,154944785237290.0,12772309,99.911,4193.0,4769.0,6029.0,4037.0,4622.0,5215.0,3800.0,4451.0,5509.0,3506.0,3073614.0,0.093,0.105,0.105,0.049,0.001,0.054,0.054,1218628096,1203253393,1130998935,1209444331,1207578267,1310139072,1413,1997,83.524,86.085,48067,51039,74985,107.183,115.294,117.153,108.36,107.183,101.5,107.248,116.614,-0.141,102.855,105.826,88.095,121.733
2013-06-14,1160717162,102.855,0.0514,137175999994310.0,12919588,99.911,4074.0,4729.0,6014.0,3952.0,4544.0,5175.0,3695.0,4363.0,5452.0,3539.0,3131936.0,0.092,0.103,0.104,0.047,0.001,0.053,0.053,1199537067,1210801239,1131652083,1185532379,1193100534,1300258530,1417,1977,84.379,86.947,48058,51120,75002,105.95,113.61,117.096,109.012,105.019,101.53,105.084,115.691,-0.211,100.25,106.072,88.156,123.67
2013-06-15,1131770900,100.25,0.0501,137670921556020.0,13066867,99.911,3882.0,4669.0,5995.0,3848.0,4455.0,5131.0,3575.0,4263.0,5389.0,3582.0,3208378.0,0.092,0.102,0.104,0.046,0.001,0.052,0.051,1183367766,1218052943,1131654695,1153853747,1176158992,1288523190,1399,1950,84.815,87.372,47465,50790,74536,103.35,111.706,116.871,109.638,102.634,101.502,102.234,114.604,-0.284,100.355,103.671,89.295,124.07
2013-06-16,1133390332,100.355,0.0502,146933281215580.0,13225583,99.918,3759.0,4600.0,5979.0,3759.0,4373.0,5089.0,3481.0,4167.0,5327.0,3620.0,3275642.0,0.092,0.1,0.104,0.044,0.001,0.051,0.05,1174839802,1225037726,1131692840,1137404993,1163664633,1277026273,1384,1925,83.0,85.521,46910,50386,73970,101.153,110.007,116.533,110.239,101.495,101.477,100.737,113.539,-0.353,100.846,101.679,89.925,123.947
2013-06-17,1139396356,100.846,0.0504,158520121410000.0,13497316,99.955,3553.0,4504.0,5951.0,3568.0,4241.0,5028.0,3291.0,4020.0,5247.0,3693.0,3408944.0,0.092,0.099,0.103,0.043,0.001,0.05,0.05,1170128278,1231465545,1131862149,1136123439,1154803772,1266131971,1374,1901,81.882,84.274,46793,50139,73595,100.483,108.616,116.134,110.788,101.17,101.463,100.583,112.527,-0.415,103.663,98.478,88.775,123.693
2013-06-18,1171599825,103.663,0.0518,144116537041820.0,13769049,99.955,3368.0,4425.0,5903.0,3432.0,4132.0,4973.0,3156.0,3894.0,5172.0,3756.0,3526271.0,0.091,0.097,0.103,0.042,0.001,0.051,0.051,1165934558,1237475766,1132735504,1154497087,1155171659,1257574283,1377,1881,81.926,84.149,46899,49977,73375,101.621,107.471,115.826,111.298,102.416,101.511,102.172,111.722,-0.464,105.104,97.247,86.483,123.8
2013-06-19,1188259609,105.104,0.0526,121673246897650.0,14040783,99.955,3292.0,4367.0,5861.0,3370.0,4057.0,4929.0,3103.0,3800.0,5108.0,3802.0,3613391.0,0.091,0.096,0.103,0.041,0.001,0.052,0.052,1161644235,1242910555,1133955814,1174562472,1160752922,1250284202,1368,1858,81.5,83.502,46965,49897,73282,103.204,106.4,115.556,111.755,103.76,101.59,103.914,111.03,-0.497,105.826,98.0,83.838,124.251
2013-06-20,1196782032,105.826,0.0529,143202406382950.0,14312516,99.955,3226.0,4276.0,5816.0,3307.0,3982.0,4885.0,3051.0,3705.0,5043.0,3845.0,3695565.0,0.092,0.099,0.103,0.042,0.001,0.052,0.053,1160273745,1248223551,1135336610,1189744190,1169537371,1243708932,1374,1841,80.418,82.172,46706,49780,73158,104.864,105.432,115.241,112.201,104.793,101.683,105.225,110.403,-0.517,106.072,96.6,83.858,125.036
2013-06-21,1199972413,106.072,0.053,151756582481020.0,14584249,99.955,3171.0,4201.0,5775.0,3262.0,3916.0,4842.0,3016.0,3620.0,4980.0,3887.0,3776390.0,0.093,0.098,0.103,0.041,0.001,0.053,0.053,1165881638,1253825864,1136757177,1196956819,1179462038,1237536941,1386,1825,81.52,83.009,46686,49711,73068,105.667,104.793,114.887,112.672,105.433,101.78,105.829,109.811,-0.524,103.671,92.242,83.889,122.527
2013-06-22,1173245774,103.671,0.0518,169050928692590.0,14855983,99.955,3092.0,4100.0,5749.0,3191.0,3840.0,4796.0,2957.0,3526.0,4913.0,3936.0,3873814.0,0.093,0.1,0.104,0.04,0.001,0.053,0.052,1171806620,1258987136,1137559124,1186077363,1181303072,1229865971,1360,1797,80.973,82.256,46107,49439,72750,105.19,104.299,114.386,113.105,104.552,101.821,104.83,109.087,-0.527,101.679,89.283,84.1,121.008
2013-06-23,1151149677,101.679,0.0508,168343633783320.0,15127716,99.955,3048.0,3997.0,5723.0,3100.0,3754.0,4746.0,2880.0,3423.0,4842.0,3990.0,3980339.0,0.093,0.099,0.103,0.039,0.001,0.052,0.052,1174343669,1263367285,1137857818,1166652165,1176138836,1221101585,1326,1766,79.977,81.055,45417,49045,72295,103.807,103.995,113.622,113.466,103.115,101.818,103.075,108.268,-0.531,98.478,89.829,85.24,121.108
2013-06-24,1115310402,98.478,0.0492,146867430420070.0,15390666,99.955,2989.0,3895.0,5690.0,3026.0,3676.0,4697.0,2812.0,3329.0,4772.0,4045.0,4090986.0,0.093,0.098,0.103,0.038,0.001,0.051,0.05,1170902819,1267035149,1137362270,1136912722,1161380519,1210547939,1324,1745,79.981,80.863,45465,48882,72132,101.276,103.596,112.647,113.764,100.796,101.745,100.41,107.29,-0.539,97.247,85.608,86.425,121.534
2013-06-25,1101739007,97.247,0.0486,148905794989120.0,15630195,99.955,2911.0,3804.0,5655.0,2967.0,3606.0,4651.0,2759.0,3245.0,4704.0,4097.0,4196752.0,0.093,0.096,0.102,0.039,0.001,0.05,0.049,1160922702,1269632264,1136579341,1114497917,1144089566,1199794988,1336,1729,79.809,80.486,45570,48696,71895,99.134,102.931,111.597,113.964,99.022,101.646,98.396,106.297,-0.552,98.0,83.204,87.875,121.286
2013-06-26,1110648942,98.0,0.049,168082785375540.0,15869723,99.955,2831.0,3708.0,5601.0,2913.0,3538.0,4605.0,2712.0,3165.0,4636.0,4130.0,4265107.0,0.093,0.095,0.102,0.039,0.001,0.049,0.049,1149835464,1271532337,1136009442,1108455873,1131521126,1190348155,1335,1709,80.072,80.547,45546,48546,71744,97.908,102.213,110.585,114.1,98.511,101.566,97.828,105.42,-0.565,96.6,81.424,89.193,121.31
2013-06-27,1095202655,96.6,0.0483,153518774025820.0,16109251,99.955,2788.0,3622.0,5558.0,2877.0,3481.0,4562.0,2687.0,3096.0,4571.0,4172.0,4351972.0,0.092,0.093,0.101,0.039,0.001,0.049,0.049,1135324124,1273154232,1135112590,1101440809,1117862924,1180608521,1322,1686,80.133,80.402,45307,48360,71508,97.282,101.475,109.614,114.211,97.555,101.457,97.174,104.517,-0.579,92.242,78.461,88.506,122.14
2013-06-28,1046178676,92.242,0.0461,166017555438830.0,16348779,99.955,2715.0,3523.0,5511.0,2810.0,3409.0,4514.0,2632.0,3016.0,4501.0,4219.0,4450223.0,0.092,0.093,0.101,0.039,0.001,0.048,0.047,1113353590,1274122013,1133157998,1073265047,1095576562,1168380831,1314,1664,80.07,80.156,45167,48317,71445,95.613,100.716,108.475,114.264,94.898,101.254,94.654,103.397,-0.602,89.283,73.017,88.353,122.652
2013-06-29,1012995700,89.283,0.0446,165555822697160.0,16616260,99.962,2652.0,3414.0,5459.0,2741.0,3337.0,4465.0,2576.0,2936.0,4430.0,4261.0,4539005.0,0.091,0.09,0.1,0.04,0.001,0.046,0.046,1090460723,1274522400,1130517069,1037757851,1070487089,1154810579,1311,1644,79.791,79.733,44737,48037,71215,92.708,99.933,107.209,114.267,92.09,100.991,91.488,102.158,-0.634,89.829,66.0,91.241,122.374
2013-06-30,1019570119,89.829,0.0449,175492775969890.0,16922324,99.968,2566.0,3310.0,5401.0,2639.0,3249.0,4410.0,2485.0,2843.0,4353.0,4306.0,4636222.0,0.091,0.09,0.099,0.04,0.001,0.045,0.045,1071663643,1274300765,1128078674,1021813406,1052764438,1142554906,1302,1622,78.795,78.611,44172,47654,70759,90.451,99.181,105.989,114.213,90.959,100.746,90.049,101.037,-0.668,85.608,69.751,93.05,123.201
2013-07-01,971988436,85.608,0.0428,166290130280280.0,17228388,99.968,2545.0,3183.0,5335.0,2558.0,3171.0,4358.0,2414.0,2761.0,4279.0,4328.0,4683383.0,0.09,0.087,0.098,0.042,0.001,0.044,0.044,1051189076,1271955065,1124648120,994683541,1027845637,1128087146,1339,1616,80.493,80.206,44278,47580,70713,88.239,98.093,104.613,113.966,88.283,100.413,87.627,99.722,-0.71,83.204,73.549,96.0,123.325
2013-07-02,945025648,83.204,0.0416,166527612147460.0,17534452,99.968,2501.0,3083.0,5258.0,2474.0,3091.0,4305.0,2332.0,2680.0,4205.0,4322.0,4668912.0,0.09,0.086,0.098,0.041,0.001,0.043,0.043,1028801454,1267808796,1120700373,966437322,1001304779,1112852772,1352,1603,81.693,81.342,44401,47440,70569,86.213,96.631,103.248,113.558,85.744,100.035,85.109,98.341,-0.76,81.424,72.494,95.875,123.05
2013-07-03,925114289,81.424,0.0407,178856205853860.0,17840516,99.968,2439.0,2980.0,5184.0,2425.0,3027.0,4256.0,2279.0,2617.0,4135.0,4306.0,4636110.0,0.089,0.084,0.097,0.041,0.001,0.042,0.041,1002296503,1263000899,1116401778,939563766,975382988,1097299178,1385,1597,84.745,84.362,44287,47341,70469,83.412,94.94,101.951,113.089,83.584,99.626,82.714,96.933,-0.815,78.461,75.989,95.495,123.374
2013-07-04,891815995,78.461,0.0392,186565594700210.0,18146580,99.968,2357.0,2867.0,5093.0,2334.0,2944.0,4201.0,2187.0,2537.0,4060.0,4246.0,4506754.0,0.089,0.082,0.096,0.042,0.001,0.041,0.04,973241266,1257194499,1111465826,911783702,947762861,1080514983,1420,1593,84.747,84.44,43950,47148,70258,81.029,92.985,100.577,112.532,81.022,99.161,80.239,95.417,-0.877,73.017,81.5,95.372,112.777
2013-07-05,830233039,73.017,0.0365,186846154803390.0,18408866,99.968,2276.0,2794.0,5014.0,2267.0,2872.0,4149.0,2117.0,2470.0,3988.0,4222.0,4455758.0,0.088,0.08,0.095,0.043,0.001,0.039,0.038,942391889,1250032337,1105284886,866574233,912010804,1060732697,1466,1594,84.044,83.841,43741,46974,70044,77.634,90.624,99.008,111.853,77.019,98.586,76.232,93.639,-0.95,66.0,84.999,94.551,108.504
2013-07-06,750758929,66.0,0.033,189091057145940.0,18599855,99.968,2198.0,2721.0,4927.0,2184.0,2793.0,4094.0,2032.0,2396.0,3914.0,4176.0,4359722.0,0.087,0.078,0.094,0.044,0.001,0.036,0.035,904929494,1241007291,1097493107,800759810,864102564,1036941784,1464,1579,82.037,81.909,43220,46635,69747,72.492,87.933,97.228,111.007,71.51,97.87,70.416,91.51,-1.044,69.751,88.095,95.46,117.032
2013-07-07,793747458,69.751,0.0349,207052622059040.0,18790845,99.968,2131.0,2649.0,4832.0,2102.0,2714.0,4039.0,1949.0,2322.0,3840.0,4087.0,4175640.0,0.086,0.076,0.093,0.045,0.001,0.035,0.035,872669113,1229826825,1090817378,785498878,836307055,1017198045,1469,1567,80.383,80.256,42536,46208,69288,69.589,85.653,95.72,109.965,70.63,97.252,69.045,89.737,-1.136,73.549,88.156,96.892,119.311
2013-07-08,837315670,73.549,0.0368,199123851190890.0,18981835,99.968,2077.0,2581.0,4704.0,2060.0,2654.0,3989.0,1903.0,2266.0,3773.0,3718.0,3455815.0,0.086,0.074,0.092,0.045,0.001,0.035,0.036,853430147,1215229190,1085245912,808366809,827468695,1001341732,1479,1557,79.982,79.842,42747,46105,69151,69.766,83.872,94.485,108.611,72.09,96.731,71.025,88.306,-1.213,72.494,89.295,97.39,119.368
2013-07-09,825647341,72.494,0.0362,204281187072220.0,19172825,99.968,2010.0,2531.0,4586.0,2006.0,2590.0,3938.0,1846.0,2206.0,3706.0,3408.0,2903252.0,0.085,0.073,0.091,0.042,0.001,0.036,0.036,836376103,1202560042,1079540449,824220137,820522993,985609269,1519,1559,80.818,80.645,43098,46064,69125,71.931,82.104,93.37,107.433,72.292,96.198,72.388,86.888,-1.277,75.989,89.925,95.932,120.405
2013-07-10,865804252,75.989,0.038,196819619377060.0,19363815,99.968,1962.0,2482.0,4528.0,1991.0,2545.0,3893.0,1831.0,2165.0,3647.0,3412.0,2910685.0,0.085,0.071,0.09,0.043,0.001,0.037,0.037,827903241,1198101423,1074842950,847670518,827880030,973257766,1563,1564,82.624,82.428,43242,46006,69031,74.01,80.532,92.435,107.0,74.14,95.754,74.417,85.766,-1.32,81.5,88.775,94.179,121.615
2013-07-11,928993264,81.5,0.0407,240595812101000.0,19713873,99.984,1880.0,2409.0,4474.0,1923.0,2476.0,3840.0,1767.0,2101.0,3580.0,3449.0,2973298.0,0.084,0.07,0.09,0.043,0.001,0.038,0.039,833214279,1197101989,1071637463,890705940,853152536,965642269,1598,1567,86.8,86.635,43559,46141,69126,76.66,79.453,91.599,106.878,77.82,95.441,78.161,85.061,-1.331,84.999,86.483,93.381,122.893
2013-07-12,969252972,84.999,0.0425,227617912327730.0,20065782,99.984,1813.0,2335.0,4416.0,1860.0,2410.0,3787.0,1710.0,2039.0,3514.0,3477.0,3021643.0,0.083,0.069,0.089,0.044,0.001,0.04,0.041,853074269,1195811634,1069387254,938591616,887162209,961209039,1617,1565,87.746,87.741,44122,46395,69331,80.829,78.936,90.831,106.729,81.409,95.211,82.331,84.635,-1.308,88.095,83.838,93.038,123.503
2013-07-13,1004896167,88.095,0.044,190596874831100.0,20417690,99.984,1780.0,2288.0,4373.0,1856.0,2373.0,3744.0,1712.0,2006.0,3457.0,3506.0,3073421.0,0.083,0.069,0.088,0.044,0.001,0.042,0.043,889379589,1195719943,1067969867,980364618,925117684,959610937,1651,1569,87.882,88.069,44011,46266,69195,84.864,78.851,90.203,106.687,84.752,95.055,85.964,84.458,-1.253,88.156,83.858,93.989,123.832
2013-07-14,1005938004,88.156,0.0441,220188809167950.0,20769598,99.984,1763.0,2232.0,4327.0,1839.0,2331.0,3700.0,1705.0,1970.0,3399.0,3535.0,3124098.0,0.083,0.068,0.087,0.044,0.001,0.044,0.044,919692524,1196217254,1066606530,999476553,954257287,958513339,1647,1561,86.028,86.452,43216,45898,68738,87.083,78.732,89.713,106.699,86.454,94.903,87.609,84.326,-1.176,89.295,83.889,94.938,124.149
2013-07-15,1019318970,89.295,0.0446,216848056980900.0,21121506,99.984,1739.0,2183.0,4291.0,1820.0,2290.0,3656.0,1696.0,1936.0,3341.0,3575.0,3195466.0,0.082,0.066,0.087,0.045,0.001,0.044,0.044,945692996,1198339049,1065567243,1012454848,979163899,958611888,1658,1557,85.608,86.23,43355,45747,68597,88.515,78.995,89.348,106.857,87.875,94.78,88.715,84.299,-1.082,89.925,84.1,96.293,126.822
2013-07-16,1026879230,89.925,0.045,219669524659830.0,21461978,99.984,1722.0,2133.0,4254.0,1803.0,2252.0,3613.0,1690.0,1904.0,3284.0,3613.0,3263398.0,0.082,0.067,0.086,0.044,0.001,0.045,0.045,974440408,1200210911,1064716957,1020868939,999460458,959440028,1698,1564,86.684,87.503,43832,45751,68545,89.125,79.475,89.0,106.993,88.9,94.673,89.42,84.337,-0.976,88.775,85.24,96.952,130.117
2013-07-17,1014111029,88.775,0.0444,216260759615540.0,21689432,99.984,1708.0,2119.0,4221.0,1817.0,2229.0,3575.0,1714.0,1890.0,3232.0,3644.0,3319420.0,0.082,0.067,0.086,0.045,0.001,0.045,0.045,995627091,1199857269,1063604739,1019235086,1009378113,959673469,1748,1575,86.88,87.866,43985,45701,68423,89.332,80.0,88.598,106.927,88.837,94.544,89.245,84.322,-0.867,86.483,86.425,96.543,134.739
2013-07-18,988326452,86.483,0.0432,227686313934710.0,21916885,99.984,1693.0,2086.0,4169.0,1780.0,2185.0,3531.0,1692.0,1852.0,3173.0,3662.0,3352989.0,0.082,0.067,0.086,0.045,0.001,0.044,0.044,1004103260,1197737235,1061950271,1003346774,1007552953,958512819,1780,1583,87.643,88.758,43992,45639,68308,88.394,80.573,88.025,106.703,87.66,94.366,87.821,84.186,-0.766,83.838,87.875,96.796,136.214
2013-07-19,958436879,83.838,0.0419,219223020492820.0,22144339,99.984,1680.0,2041.0,4111.0,1762.0,2150.0,3489.0,1685.0,1824.0,3118.0,3654.0,3338398.0,0.081,0.066,0.085,0.046,0.001,0.043,0.043,1002558104,1194325451,1059675251,977679095,996136358,955817947,1795,1586,87.397,88.655,43821,45548,68098,86.365,81.346,87.316,106.362,85.749,94.135,85.542,83.916,-0.679,83.858,89.193,96.925,138.704
2013-07-20,959018294,83.858,0.0419,238364784765550.0,22371793,99.984,1680.0,2000.0,4055.0,1746.0,2117.0,3449.0,1681.0,1798.0,3064.0,3651.0,3333220.0,0.081,0.065,0.084,0.046,0.001,0.042,0.042,996004122,1190938022,1057463010,963709182,985251405,953654827,1767,1575,85.039,86.406,43353,45227,67753,84.726,82.622,86.584,106.024,84.803,93.909,84.289,83.692,-0.605,83.889,88.506,97.996,143.723
